bill_id,document_id,document_type,document_size,document_mime,document_desc,url,state_link
341742,353530,text,137654,application/pdf,Introduced,https://legiscan.com/US/text/HB3060/id/353530,https://www.congress.gov/112/bills/hr3060/BILLS-112hr3060ih.pdf
341735,353523,text,144665,application/pdf,Introduced,https://legiscan.com/US/text/HB3061/id/353523,https://www.congress.gov/112/bills/hr3061/BILLS-112hr3061ih.pdf
341738,353526,text,202679,application/pdf,Introduced,https://legiscan.com/US/text/HB3062/id/353526,https://www.congress.gov/112/bills/hr3062/BILLS-112hr3062ih.pdf
341716,353504,text,127136,application/pdf,Introduced,https://legiscan.com/US/text/HB3063/id/353504,https://www.congress.gov/112/bills/hr3063/BILLS-112hr3063ih.pdf
341740,353528,text,167533,application/pdf,Introduced,https://legiscan.com/US/text/HB3064/id/353528,https://www.congress.gov/112/bills/hr3064/BILLS-112hr3064ih.pdf
341736,353524,text,140190,application/pdf,Introduced,https://legiscan.com/US/text/HB3065/id/353524,https://www.congress.gov/112/bills/hr3065/BILLS-112hr3065ih.pdf
341736,655482,text,243864,application/pdf,Introduced,https://legiscan.com/US/text/HB3065/id/655482,https://www.congress.gov/112/bills/hr3065/BILLS-112hr3065rh.pdf
341730,353518,text,126934,application/pdf,Introduced,https://legiscan.com/US/text/HB3066/id/353518,https://www.congress.gov/112/bills/hr3066/BILLS-112hr3066ih.pdf
341554,353307,text,143425,application/pdf,Introduced,https://legiscan.com/US/text/HB3067/id/353307,https://www.congress.gov/112/bills/hr3067/BILLS-112hr3067ih.pdf
341533,353297,text,171425,application/pdf,Introduced,https://legiscan.com/US/text/HB3068/id/353297,https://www.congress.gov/112/bills/hr3068/BILLS-112hr3068ih.pdf
341758,353549,text,139349,application/pdf,Introduced,https://legiscan.com/US/text/HB3069/id/353549,https://www.congress.gov/112/bills/hr3069/BILLS-112hr3069ih.pdf
341758,365041,text,143453,application/pdf,Introduced,https://legiscan.com/US/text/HB3069/id/365041,https://www.congress.gov/112/bills/hr3069/BILLS-112hr3069rh.pdf
341761,353552,text,373045,application/pdf,Introduced,https://legiscan.com/US/text/HB3070/id/353552,https://www.congress.gov/112/bills/hr3070/BILLS-112hr3070ih.pdf
341760,353551,text,139746,application/pdf,Introduced,https://legiscan.com/US/text/HB3071/id/353551,https://www.congress.gov/112/bills/hr3071/BILLS-112hr3071ih.pdf
341762,353553,text,134910,application/pdf,Introduced,https://legiscan.com/US/text/HB3072/id/353553,https://www.congress.gov/112/bills/hr3072/BILLS-112hr3072ih.pdf
341759,353550,text,121987,application/pdf,Introduced,https://legiscan.com/US/text/HB3073/id/353550,https://www.congress.gov/112/bills/hr3073/BILLS-112hr3073ih.pdf
341898,353720,text,135097,application/pdf,Introduced,https://legiscan.com/US/text/HB3074/id/353720,https://www.congress.gov/112/bills/hr3074/BILLS-112hr3074ih.pdf
341891,353666,text,136036,application/pdf,Introduced,https://legiscan.com/US/text/HB3075/id/353666,https://www.congress.gov/112/bills/hr3075/BILLS-112hr3075ih.pdf
341912,353728,text,128205,application/pdf,Introduced,https://legiscan.com/US/text/HB3076/id/353728,https://www.congress.gov/112/bills/hr3076/BILLS-112hr3076ih.pdf
341913,353729,text,139214,application/pdf,Introduced,https://legiscan.com/US/text/HB3077/id/353729,https://www.congress.gov/112/bills/hr3077/BILLS-112hr3077ih.pdf
341874,353628,text,276584,application/pdf,Introduced,https://legiscan.com/US/text/HB3078/id/353628,https://www.congress.gov/112/bills/hr3078/BILLS-112hr3078ih.pdf
341874,363021,text,280286,application/pdf,Introduced,https://legiscan.com/US/text/HB3078/id/363021,https://www.congress.gov/112/bills/hr3078/BILLS-112hr3078rh.pdf
341874,355003,text,225777,application/pdf,Engrossed,https://legiscan.com/US/text/HB3078/id/355003,https://www.congress.gov/112/bills/hr3078/BILLS-112hr3078eh.pdf
341874,363022,text,194281,application/pdf,Enrolled,https://legiscan.com/US/text/HB3078/id/363022,https://www.congress.gov/112/bills/hr3078/BILLS-112hr3078enr.pdf
341860,353622,text,271528,application/pdf,Introduced,https://legiscan.com/US/text/HB3079/id/353622,https://www.congress.gov/112/bills/hr3079/BILLS-112hr3079ih.pdf
341860,363002,text,275061,application/pdf,Introduced,https://legiscan.com/US/text/HB3079/id/363002,https://www.congress.gov/112/bills/hr3079/BILLS-112hr3079rh.pdf
341860,355001,text,222601,application/pdf,Engrossed,https://legiscan.com/US/text/HB3079/id/355001,https://www.congress.gov/112/bills/hr3079/BILLS-112hr3079eh.pdf
341860,363003,text,207700,application/pdf,Enrolled,https://legiscan.com/US/text/HB3079/id/363003,https://www.congress.gov/112/bills/hr3079/BILLS-112hr3079enr.pdf
341873,353627,text,270549,application/pdf,Introduced,https://legiscan.com/US/text/HB3080/id/353627,https://www.congress.gov/112/bills/hr3080/BILLS-112hr3080ih.pdf
341873,363010,text,273219,application/pdf,Introduced,https://legiscan.com/US/text/HB3080/id/363010,https://www.congress.gov/112/bills/hr3080/BILLS-112hr3080rh.pdf
341873,355002,text,221385,application/pdf,Engrossed,https://legiscan.com/US/text/HB3080/id/355002,https://www.congress.gov/112/bills/hr3080/BILLS-112hr3080eh.pdf
341873,363011,text,191263,application/pdf,Enrolled,https://legiscan.com/US/text/HB3080/id/363011,https://www.congress.gov/112/bills/hr3080/BILLS-112hr3080enr.pdf
341920,353735,text,123174,application/pdf,Introduced,https://legiscan.com/US/text/HB3081/id/353735,https://www.congress.gov/112/bills/hr3081/BILLS-112hr3081ih.pdf
341972,353804,text,218002,application/pdf,Introduced,https://legiscan.com/US/text/HB3082/id/353804,https://www.congress.gov/112/bills/hr3082/BILLS-112hr3082ih.pdf
341905,353724,text,131082,application/pdf,Introduced,https://legiscan.com/US/text/HB3083/id/353724,https://www.congress.gov/112/bills/hr3083/BILLS-112hr3083ih.pdf
341895,353694,text,130973,application/pdf,Introduced,https://legiscan.com/US/text/HB3084/id/353694,https://www.congress.gov/112/bills/hr3084/BILLS-112hr3084ih.pdf
341918,353734,text,135503,application/pdf,Introduced,https://legiscan.com/US/text/HB3085/id/353734,https://www.congress.gov/112/bills/hr3085/BILLS-112hr3085ih.pdf
341928,353743,text,133623,application/pdf,Introduced,https://legiscan.com/US/text/HB3086/id/353743,https://www.congress.gov/112/bills/hr3086/BILLS-112hr3086ih.pdf
341927,353742,text,128092,application/pdf,Introduced,https://legiscan.com/US/text/HB3087/id/353742,https://www.congress.gov/112/bills/hr3087/BILLS-112hr3087ih.pdf
341921,353736,text,126055,application/pdf,Introduced,https://legiscan.com/US/text/HB3088/id/353736,https://www.congress.gov/112/bills/hr3088/BILLS-112hr3088ih.pdf
341923,353738,text,130517,application/pdf,Introduced,https://legiscan.com/US/text/HB3089/id/353738,https://www.congress.gov/112/bills/hr3089/BILLS-112hr3089ih.pdf
341897,353719,text,127718,application/pdf,Introduced,https://legiscan.com/US/text/HB3090/id/353719,https://www.congress.gov/112/bills/hr3090/BILLS-112hr3090ih.pdf
341932,353744,text,123051,application/pdf,Introduced,https://legiscan.com/US/text/HB3091/id/353744,https://www.congress.gov/112/bills/hr3091/BILLS-112hr3091ih.pdf
341926,353741,text,131388,application/pdf,Introduced,https://legiscan.com/US/text/HB3092/id/353741,https://www.congress.gov/112/bills/hr3092/BILLS-112hr3092ih.pdf
341910,353726,text,128681,application/pdf,Introduced,https://legiscan.com/US/text/HB3093/id/353726,https://www.congress.gov/112/bills/hr3093/BILLS-112hr3093ih.pdf
341996,353812,text,131069,application/pdf,Introduced,https://legiscan.com/US/text/HB3094/id/353812,https://www.congress.gov/112/bills/hr3094/BILLS-112hr3094ih.pdf
341996,358411,text,157123,application/pdf,Introduced,https://legiscan.com/US/text/HB3094/id/358411,https://www.congress.gov/112/bills/hr3094/BILLS-112hr3094rh.pdf
341996,504293,text,132297,application/pdf,Introduced,https://legiscan.com/US/text/HB3094/id/504293,https://www.congress.gov/112/bills/hr3094/BILLS-112hr3094pcs.pdf
341996,358412,text,116951,application/pdf,Engrossed,https://legiscan.com/US/text/HB3094/id/358412,https://www.congress.gov/112/bills/hr3094/BILLS-112hr3094eh.pdf
341998,353813,text,144610,application/pdf,Introduced,https://legiscan.com/US/text/HB3095/id/353813,https://www.congress.gov/112/bills/hr3095/BILLS-112hr3095ih.pdf
342193,354728,text,211543,application/pdf,Introduced,https://legiscan.com/US/text/HB3096/id/354728,https://www.congress.gov/112/bills/hr3096/BILLS-112hr3096ih.pdf
342004,353816,text,131907,application/pdf,Introduced,https://legiscan.com/US/text/HB3097/id/353816,https://www.congress.gov/112/bills/hr3097/BILLS-112hr3097ih.pdf
341980,353807,text,124516,application/pdf,Introduced,https://legiscan.com/US/text/HB3098/id/353807,https://www.congress.gov/112/bills/hr3098/BILLS-112hr3098ih.pdf
341989,353810,text,131226,application/pdf,Introduced,https://legiscan.com/US/text/HB3099/id/353810,https://www.congress.gov/112/bills/hr3099/BILLS-112hr3099ih.pdf
342048,353833,text,131176,application/pdf,Introduced,https://legiscan.com/US/text/HB3100/id/353833,https://www.congress.gov/112/bills/hr3100/BILLS-112hr3100ih.pdf
342048,656452,text,254394,application/pdf,Introduced,https://legiscan.com/US/text/HB3100/id/656452,https://www.congress.gov/112/bills/hr3100/BILLS-112hr3100rh.pdf
341995,353811,text,122949,application/pdf,Introduced,https://legiscan.com/US/text/HB3101/id/353811,https://www.congress.gov/112/bills/hr3101/BILLS-112hr3101ih.pdf
342049,353834,text,131820,application/pdf,Introduced,https://legiscan.com/US/text/HB3102/id/353834,https://www.congress.gov/112/bills/hr3102/BILLS-112hr3102ih.pdf
342100,353870,text,206914,application/pdf,Introduced,https://legiscan.com/US/text/HB3103/id/353870,https://www.congress.gov/112/bills/hr3103/BILLS-112hr3103ih.pdf
342064,353841,text,133923,application/pdf,Introduced,https://legiscan.com/US/text/HB3104/id/353841,https://www.congress.gov/112/bills/hr3104/BILLS-112hr3104ih.pdf
342050,353835,text,134064,application/pdf,Introduced,https://legiscan.com/US/text/HB3105/id/353835,https://www.congress.gov/112/bills/hr3105/BILLS-112hr3105ih.pdf
342044,353829,text,133090,application/pdf,Introduced,https://legiscan.com/US/text/HB3106/id/353829,https://www.congress.gov/112/bills/hr3106/BILLS-112hr3106ih.pdf
342070,353844,text,134648,application/pdf,Introduced,https://legiscan.com/US/text/HB3107/id/353844,https://www.congress.gov/112/bills/hr3107/BILLS-112hr3107ih.pdf
342097,353867,text,160885,application/pdf,Introduced,https://legiscan.com/US/text/HB3108/id/353867,https://www.congress.gov/112/bills/hr3108/BILLS-112hr3108ih.pdf
342099,353869,text,156942,application/pdf,Introduced,https://legiscan.com/US/text/HB3109/id/353869,https://www.congress.gov/112/bills/hr3109/BILLS-112hr3109ih.pdf
342094,353865,text,127097,application/pdf,Introduced,https://legiscan.com/US/text/HB3110/id/353865,https://www.congress.gov/112/bills/hr3110/BILLS-112hr3110ih.pdf
342047,353832,text,497253,application/pdf,Introduced,https://legiscan.com/US/text/HB3111/id/353832,https://www.congress.gov/112/bills/hr3111/BILLS-112hr3111ih.pdf
342087,353860,text,130124,application/pdf,Introduced,https://legiscan.com/US/text/HB3112/id/353860,https://www.congress.gov/112/bills/hr3112/BILLS-112hr3112ih.pdf
342091,353862,text,128886,application/pdf,Introduced,https://legiscan.com/US/text/HB3113/id/353862,https://www.congress.gov/112/bills/hr3113/BILLS-112hr3113ih.pdf
342093,353864,text,143156,application/pdf,Introduced,https://legiscan.com/US/text/HB3114/id/353864,https://www.congress.gov/112/bills/hr3114/BILLS-112hr3114ih.pdf
342092,353863,text,134584,application/pdf,Introduced,https://legiscan.com/US/text/HB3115/id/353863,https://www.congress.gov/112/bills/hr3115/BILLS-112hr3115ih.pdf
342102,353871,text,427370,application/pdf,Introduced,https://legiscan.com/US/text/HB3116/id/353871,https://www.congress.gov/112/bills/hr3116/BILLS-112hr3116ih.pdf
342102,671787,text,731414,application/pdf,Introduced,https://legiscan.com/US/text/HB3116/id/671787,https://www.congress.gov/112/bills/hr3116/BILLS-112hr3116rh.pdf
342088,353861,text,139388,application/pdf,Introduced,https://legiscan.com/US/text/HB3117/id/353861,https://www.congress.gov/112/bills/hr3117/BILLS-112hr3117ih.pdf
342088,555291,text,156508,application/pdf,Introduced,https://legiscan.com/US/text/HB3117/id/555291,https://www.congress.gov/112/bills/hr3117/BILLS-112hr3117rh.pdf
342088,555292,text,131670,application/pdf,Engrossed,https://legiscan.com/US/text/HB3117/id/555292,https://www.congress.gov/112/bills/hr3117/BILLS-112hr3117eh.pdf
342098,353868,text,130903,application/pdf,Introduced,https://legiscan.com/US/text/HB3118/id/353868,https://www.congress.gov/112/bills/hr3118/BILLS-112hr3118ih.pdf
342095,353866,text,146010,application/pdf,Introduced,https://legiscan.com/US/text/HB3119/id/353866,https://www.congress.gov/112/bills/hr3119/BILLS-112hr3119ih.pdf
342105,353874,text,132519,application/pdf,Introduced,https://legiscan.com/US/text/HB3120/id/353874,https://www.congress.gov/112/bills/hr3120/BILLS-112hr3120ih.pdf
342105,659097,text,259720,application/pdf,Introduced,https://legiscan.com/US/text/HB3120/id/659097,https://www.congress.gov/112/bills/hr3120/BILLS-112hr3120rh.pdf
342105,660166,text,121725,application/pdf,Engrossed,https://legiscan.com/US/text/HB3120/id/660166,https://www.congress.gov/112/bills/hr3120/BILLS-112hr3120eh.pdf
342106,353875,text,128139,application/pdf,Introduced,https://legiscan.com/US/text/HB3121/id/353875,https://www.congress.gov/112/bills/hr3121/BILLS-112hr3121ih.pdf
342326,354849,text,177491,application/pdf,Introduced,https://legiscan.com/US/text/HB3122/id/354849,https://www.congress.gov/112/bills/hr3122/BILLS-112hr3122ih.pdf
342104,353873,text,132337,application/pdf,Introduced,https://legiscan.com/US/text/HB3123/id/353873,https://www.congress.gov/112/bills/hr3123/BILLS-112hr3123ih.pdf
342108,353877,text,157209,application/pdf,Introduced,https://legiscan.com/US/text/HB3124/id/353877,https://www.congress.gov/112/bills/hr3124/BILLS-112hr3124ih.pdf
342107,353876,text,152719,application/pdf,Introduced,https://legiscan.com/US/text/HB3125/id/353876,https://www.congress.gov/112/bills/hr3125/BILLS-112hr3125ih.pdf
342347,354872,text,173867,application/pdf,Introduced,https://legiscan.com/US/text/HB3126/id/354872,https://www.congress.gov/112/bills/hr3126/BILLS-112hr3126ih.pdf
342219,354752,text,127138,application/pdf,Introduced,https://legiscan.com/US/text/HB3127/id/354752,https://www.congress.gov/112/bills/hr3127/BILLS-112hr3127ih.pdf
342430,354951,text,126429,application/pdf,Introduced,https://legiscan.com/US/text/HB3128/id/354951,https://www.congress.gov/112/bills/hr3128/BILLS-112hr3128ih.pdf
342430,658194,text,231882,application/pdf,Introduced,https://legiscan.com/US/text/HB3128/id/658194,https://www.congress.gov/112/bills/hr3128/BILLS-112hr3128rh.pdf
342339,354863,text,149952,application/pdf,Introduced,https://legiscan.com/US/text/HB3129/id/354863,https://www.congress.gov/112/bills/hr3129/BILLS-112hr3129ih.pdf
342307,354834,text,147223,application/pdf,Introduced,https://legiscan.com/US/text/HB3130/id/354834,https://www.congress.gov/112/bills/hr3130/BILLS-112hr3130ih.pdf
342267,354798,text,137485,application/pdf,Introduced,https://legiscan.com/US/text/HB3131/id/354798,https://www.congress.gov/112/bills/hr3131/BILLS-112hr3131ih.pdf
342441,354961,text,125843,application/pdf,Introduced,https://legiscan.com/US/text/HB3132/id/354961,https://www.congress.gov/112/bills/hr3132/BILLS-112hr3132ih.pdf
342371,354896,text,128843,application/pdf,Introduced,https://legiscan.com/US/text/HB3133/id/354896,https://www.congress.gov/112/bills/hr3133/BILLS-112hr3133ih.pdf
342224,354757,text,130521,application/pdf,Introduced,https://legiscan.com/US/text/HB3134/id/354757,https://www.congress.gov/112/bills/hr3134/BILLS-112hr3134ih.pdf
342272,354802,text,127385,application/pdf,Introduced,https://legiscan.com/US/text/HB3135/id/354802,https://www.congress.gov/112/bills/hr3135/BILLS-112hr3135ih.pdf
342214,354747,text,131005,application/pdf,Introduced,https://legiscan.com/US/text/HB3136/id/354747,https://www.congress.gov/112/bills/hr3136/BILLS-112hr3136ih.pdf
342181,354716,text,130374,application/pdf,Introduced,https://legiscan.com/US/text/HB3137/id/354716,https://www.congress.gov/112/bills/hr3137/BILLS-112hr3137ih.pdf
342279,354808,text,128773,application/pdf,Introduced,https://legiscan.com/US/text/HB3138/id/354808,https://www.congress.gov/112/bills/hr3138/BILLS-112hr3138ih.pdf
342325,354848,text,143259,application/pdf,Introduced,https://legiscan.com/US/text/HB3139/id/354848,https://www.congress.gov/112/bills/hr3139/BILLS-112hr3139ih.pdf
342165,354704,text,128770,application/pdf,Introduced,https://legiscan.com/US/text/HB3140/id/354704,https://www.congress.gov/112/bills/hr3140/BILLS-112hr3140ih.pdf
342165,639858,text,133312,application/pdf,Introduced,https://legiscan.com/US/text/HB3140/id/639858,https://www.congress.gov/112/bills/hr3140/BILLS-112hr3140rh.pdf
342165,651250,text,117092,application/pdf,Engrossed,https://legiscan.com/US/text/HB3140/id/651250,https://www.congress.gov/112/bills/hr3140/BILLS-112hr3140eh.pdf
342312,354839,text,130394,application/pdf,Introduced,https://legiscan.com/US/text/HB3141/id/354839,https://www.congress.gov/112/bills/hr3141/BILLS-112hr3141ih.pdf
342130,354632,text,133445,application/pdf,Introduced,https://legiscan.com/US/text/HB3142/id/354632,https://www.congress.gov/112/bills/hr3142/BILLS-112hr3142ih.pdf
342109,353878,text,129292,application/pdf,Introduced,https://legiscan.com/US/text/HB3143/id/353878,https://www.congress.gov/112/bills/hr3143/BILLS-112hr3143ih.pdf
342103,353872,text,215553,application/pdf,Introduced,https://legiscan.com/US/text/HB3144/id/353872,https://www.congress.gov/112/bills/hr3144/BILLS-112hr3144ih.pdf
342346,354871,text,235158,application/pdf,Introduced,https://legiscan.com/US/text/HB3145/id/354871,https://www.congress.gov/112/bills/hr3145/BILLS-112hr3145ih.pdf
342187,354722,text,165484,application/pdf,Introduced,https://legiscan.com/US/text/HB3146/id/354722,https://www.congress.gov/112/bills/hr3146/BILLS-112hr3146ih.pdf
342291,354819,text,129478,application/pdf,Introduced,https://legiscan.com/US/text/HB3147/id/354819,https://www.congress.gov/112/bills/hr3147/BILLS-112hr3147ih.pdf
342309,354836,text,131813,application/pdf,Introduced,https://legiscan.com/US/text/HB3148/id/354836,https://www.congress.gov/112/bills/hr3148/BILLS-112hr3148ih.pdf
342121,354354,text,126568,application/pdf,Introduced,https://legiscan.com/US/text/HB3149/id/354354,https://www.congress.gov/112/bills/hr3149/BILLS-112hr3149ih.pdf
342136,354677,text,128908,application/pdf,Introduced,https://legiscan.com/US/text/HB3150/id/354677,https://www.congress.gov/112/bills/hr3150/BILLS-112hr3150ih.pdf
342420,354941,text,155685,application/pdf,Introduced,https://legiscan.com/US/text/HB3151/id/354941,https://www.congress.gov/112/bills/hr3151/BILLS-112hr3151ih.pdf
342304,354831,text,129748,application/pdf,Introduced,https://legiscan.com/US/text/HB3152/id/354831,https://www.congress.gov/112/bills/hr3152/BILLS-112hr3152ih.pdf
342478,354991,text,128497,application/pdf,Introduced,https://legiscan.com/US/text/HB3153/id/354991,https://www.congress.gov/112/bills/hr3153/BILLS-112hr3153ih.pdf
342118,354154,text,131695,application/pdf,Introduced,https://legiscan.com/US/text/HB3154/id/354154,https://www.congress.gov/112/bills/hr3154/BILLS-112hr3154ih.pdf
342116,354152,text,131965,application/pdf,Introduced,https://legiscan.com/US/text/HB3155/id/354152,https://www.congress.gov/112/bills/hr3155/BILLS-112hr3155ih.pdf
342408,354929,text,131411,application/pdf,Introduced,https://legiscan.com/US/text/HB3156/id/354929,https://www.congress.gov/112/bills/hr3156/BILLS-112hr3156ih.pdf
342237,354769,text,136692,application/pdf,Introduced,https://legiscan.com/US/text/HB3157/id/354769,https://www.congress.gov/112/bills/hr3157/BILLS-112hr3157ih.pdf
342164,354703,text,130256,application/pdf,Introduced,https://legiscan.com/US/text/HB3158/id/354703,https://www.congress.gov/112/bills/hr3158/BILLS-112hr3158ih.pdf
342164,660122,text,236172,application/pdf,Introduced,https://legiscan.com/US/text/HB3158/id/660122,https://www.congress.gov/112/bills/hr3158/BILLS-112hr3158rh.pdf
342164,660123,text,118219,application/pdf,Engrossed,https://legiscan.com/US/text/HB3158/id/660123,https://www.congress.gov/112/bills/hr3158/BILLS-112hr3158eh.pdf
342310,354837,text,140240,application/pdf,Introduced,https://legiscan.com/US/text/HB3159/id/354837,https://www.congress.gov/112/bills/hr3159/BILLS-112hr3159ih.pdf
342310,673539,text,129885,application/pdf,Engrossed,https://legiscan.com/US/text/HB3159/id/673539,https://www.congress.gov/112/bills/hr3159/BILLS-112hr3159eh.pdf
342396,354918,text,134191,application/pdf,Introduced,https://legiscan.com/US/text/HB3160/id/354918,https://www.congress.gov/112/bills/hr3160/BILLS-112hr3160ih.pdf
342318,354843,text,130740,application/pdf,Introduced,https://legiscan.com/US/text/HB3161/id/354843,https://www.congress.gov/112/bills/hr3161/BILLS-112hr3161ih.pdf
342218,354751,text,128230,application/pdf,Introduced,https://legiscan.com/US/text/HB3162/id/354751,https://www.congress.gov/112/bills/hr3162/BILLS-112hr3162ih.pdf
342246,354778,text,138405,application/pdf,Introduced,https://legiscan.com/US/text/HB3163/id/354778,https://www.congress.gov/112/bills/hr3163/BILLS-112hr3163ih.pdf
342373,354898,text,128187,application/pdf,Introduced,https://legiscan.com/US/text/HB3164/id/354898,https://www.congress.gov/112/bills/hr3164/BILLS-112hr3164ih.pdf
342319,354844,text,149008,application/pdf,Introduced,https://legiscan.com/US/text/HB3165/id/354844,https://www.congress.gov/112/bills/hr3165/BILLS-112hr3165ih.pdf
342140,354681,text,126839,application/pdf,Introduced,https://legiscan.com/US/text/HB3166/id/354681,https://www.congress.gov/112/bills/hr3166/BILLS-112hr3166ih.pdf
342394,354916,text,146534,application/pdf,Introduced,https://legiscan.com/US/text/HB3167/id/354916,https://www.congress.gov/112/bills/hr3167/BILLS-112hr3167ih.pdf
342199,354734,text,130855,application/pdf,Introduced,https://legiscan.com/US/text/HB3168/id/354734,https://www.congress.gov/112/bills/hr3168/BILLS-112hr3168ih.pdf
342227,354760,text,152336,application/pdf,Introduced,https://legiscan.com/US/text/HB3169/id/354760,https://www.congress.gov/112/bills/hr3169/BILLS-112hr3169ih.pdf
342201,354736,text,132046,application/pdf,Introduced,https://legiscan.com/US/text/HB3170/id/354736,https://www.congress.gov/112/bills/hr3170/BILLS-112hr3170ih.pdf
342206,354740,text,141965,application/pdf,Introduced,https://legiscan.com/US/text/HB3171/id/354740,https://www.congress.gov/112/bills/hr3171/BILLS-112hr3171ih.pdf
342437,354957,text,131936,application/pdf,Introduced,https://legiscan.com/US/text/HB3172/id/354957,https://www.congress.gov/112/bills/hr3172/BILLS-112hr3172ih.pdf
342461,354979,text,132191,application/pdf,Introduced,https://legiscan.com/US/text/HB3173/id/354979,https://www.congress.gov/112/bills/hr3173/BILLS-112hr3173ih.pdf
342461,655458,text,258547,application/pdf,Introduced,https://legiscan.com/US/text/HB3173/id/655458,https://www.congress.gov/112/bills/hr3173/BILLS-112hr3173rh.pdf
342461,658036,text,119903,application/pdf,Engrossed,https://legiscan.com/US/text/HB3173/id/658036,https://www.congress.gov/112/bills/hr3173/BILLS-112hr3173eh.pdf
342266,354797,text,138367,application/pdf,Introduced,https://legiscan.com/US/text/HB3174/id/354797,https://www.congress.gov/112/bills/hr3174/BILLS-112hr3174ih.pdf
342360,354885,text,128757,application/pdf,Introduced,https://legiscan.com/US/text/HB3175/id/354885,https://www.congress.gov/112/bills/hr3175/BILLS-112hr3175ih.pdf
342354,354879,text,145399,application/pdf,Introduced,https://legiscan.com/US/text/HB3176/id/354879,https://www.congress.gov/112/bills/hr3176/BILLS-112hr3176ih.pdf
342386,354909,text,131153,application/pdf,Introduced,https://legiscan.com/US/text/HB3177/id/354909,https://www.congress.gov/112/bills/hr3177/BILLS-112hr3177ih.pdf
342410,354931,text,149618,application/pdf,Introduced,https://legiscan.com/US/text/HB3178/id/354931,https://www.congress.gov/112/bills/hr3178/BILLS-112hr3178ih.pdf
342174,354712,text,142333,application/pdf,Introduced,https://legiscan.com/US/text/HB3179/id/354712,https://www.congress.gov/112/bills/hr3179/BILLS-112hr3179ih.pdf
342468,354983,text,137762,application/pdf,Introduced,https://legiscan.com/US/text/HB3180/id/354983,https://www.congress.gov/112/bills/hr3180/BILLS-112hr3180ih.pdf
342365,354890,text,143380,application/pdf,Introduced,https://legiscan.com/US/text/HB3181/id/354890,https://www.congress.gov/112/bills/hr3181/BILLS-112hr3181ih.pdf
342389,354912,text,125593,application/pdf,Introduced,https://legiscan.com/US/text/HB3182/id/354912,https://www.congress.gov/112/bills/hr3182/BILLS-112hr3182ih.pdf
342173,354711,text,128857,application/pdf,Introduced,https://legiscan.com/US/text/HB3183/id/354711,https://www.congress.gov/112/bills/hr3183/BILLS-112hr3183ih.pdf
342143,354684,text,139194,application/pdf,Introduced,https://legiscan.com/US/text/HB3184/id/354684,https://www.congress.gov/112/bills/hr3184/BILLS-112hr3184ih.pdf
342375,354900,text,130020,application/pdf,Introduced,https://legiscan.com/US/text/HB3185/id/354900,https://www.congress.gov/112/bills/hr3185/BILLS-112hr3185ih.pdf
342200,354735,text,189199,application/pdf,Introduced,https://legiscan.com/US/text/HB3186/id/354735,https://www.congress.gov/112/bills/hr3186/BILLS-112hr3186ih.pdf
342230,354763,text,139765,application/pdf,Introduced,https://legiscan.com/US/text/HB3187/id/354763,https://www.congress.gov/112/bills/hr3187/BILLS-112hr3187ih.pdf
342230,660179,text,125870,application/pdf,Engrossed,https://legiscan.com/US/text/HB3187/id/660179,https://www.congress.gov/112/bills/hr3187/BILLS-112hr3187eh.pdf
342230,669308,text,130174,application/pdf,Enrolled,https://legiscan.com/US/text/HB3187/id/669308,https://www.congress.gov/112/bills/hr3187/BILLS-112hr3187enr.pdf
342252,354783,text,144740,application/pdf,Introduced,https://legiscan.com/US/text/HB3188/id/354783,https://www.congress.gov/112/bills/hr3188/BILLS-112hr3188ih.pdf
342330,354853,text,135465,application/pdf,Introduced,https://legiscan.com/US/text/HB3189/id/354853,https://www.congress.gov/112/bills/hr3189/BILLS-112hr3189ih.pdf
342350,354875,text,127656,application/pdf,Introduced,https://legiscan.com/US/text/HB3190/id/354875,https://www.congress.gov/112/bills/hr3190/BILLS-112hr3190ih.pdf
342302,354829,text,135656,application/pdf,Introduced,https://legiscan.com/US/text/HB3191/id/354829,https://www.congress.gov/112/bills/hr3191/BILLS-112hr3191ih.pdf
342129,354611,text,127864,application/pdf,Introduced,https://legiscan.com/US/text/HB3192/id/354611,https://www.congress.gov/112/bills/hr3192/BILLS-112hr3192ih.pdf
342473,354988,text,136820,application/pdf,Introduced,https://legiscan.com/US/text/HB3193/id/354988,https://www.congress.gov/112/bills/hr3193/BILLS-112hr3193ih.pdf
342412,354933,text,131617,application/pdf,Introduced,https://legiscan.com/US/text/HB3194/id/354933,https://www.congress.gov/112/bills/hr3194/BILLS-112hr3194ih.pdf
342423,354944,text,138248,application/pdf,Introduced,https://legiscan.com/US/text/HB3195/id/354944,https://www.congress.gov/112/bills/hr3195/BILLS-112hr3195ih.pdf
342254,354785,text,132634,application/pdf,Introduced,https://legiscan.com/US/text/HB3196/id/354785,https://www.congress.gov/112/bills/hr3196/BILLS-112hr3196ih.pdf
342425,354946,text,126402,application/pdf,Introduced,https://legiscan.com/US/text/HB3197/id/354946,https://www.congress.gov/112/bills/hr3197/BILLS-112hr3197ih.pdf
342425,671737,text,115844,application/pdf,Engrossed,https://legiscan.com/US/text/HB3197/id/671737,https://www.congress.gov/112/bills/hr3197/BILLS-112hr3197eh.pdf
342134,354675,text,146702,application/pdf,Introduced,https://legiscan.com/US/text/HB3198/id/354675,https://www.congress.gov/112/bills/hr3198/BILLS-112hr3198ih.pdf
