people_id,name,first_name,middle_name,last_name,suffix,nickname,party_id,party,role_id,role,district,followthemoney_eid,votesmart_id,opensecrets_id,ballotpedia,knowwho_pid,committee_id
8968,"John Dingell",John,D.,Dingell,,,1,D,1,Rep,HD-MI-12,543908,26917,N00001783,John_Dingell,158910,0
8970,"Eliot Engel",Eliot,L.,Engel,,,1,D,1,Rep,HD-NY-16,17658812,26972,N00001003,Eliot_Engel,158986,0
8971,"Anna Eshoo",Anna,G.,Eshoo,,,1,D,1,Rep,HD-CA-18,8050793,26741,N00007335,Anna_Eshoo,158731,0
8973,"Gene Green",Gene,,Green,,,1,D,1,Rep,HD-TX-29,11053772,27100,N00005870,Gene_Green,159099,0
8974,"Jane Harman",Jane,,Harman,,,1,D,1,Rep,HD-CA-36,1256503,26768,N00006750,Jane_Harman,205549,0
8975,"Ruben Hinojosa",Ruben,,Hinojosa,,,1,D,1,Rep,HD-TX-15,17658725,291,N00006008,Ruben_Hinojosa_(Texas_congressman),159085,0
8976,"Henry Johnson",Henry,C.,Johnson,Jr.,Hank,1,D,1,Rep,HD-GA-4,17658662,68070,N00027848,Hank_Johnson,248293,0
8979,"Ben Lujan",Ben,Ray,Lujan,,,1,D,1,Rep,HD-NM-3,9025644,102842,N00029562,"Ben_Lujan,_Sr.",266495,0
8981,"Edward Markey",Edward,J.,Markey,,,1,D,1,Rep,HD-MA-5,17658675,26900,N00000270,Edward_Markey,158881,0
8983,"Doris Matsui",Doris,O.,Matsui,,,1,D,1,Rep,HD-CA-6,17658638,28593,N00027459,Doris_Matsui,232639,0
8985,"Jerry McNerney",Jerry,,McNerney,,,1,D,1,Rep,HD-CA-9,6643414,29474,N00026926,Jerry_McNerney,248236,0
8986,"Christopher Murphy",Christopher,S.,Murphy,,,1,D,1,Rep,HD-CT-5,6384200,17189,N00027566,Chris_Murphy_(Connecticut),193324,0
8987,"Bill Pascrell",Bill,,Pascrell,Jr.,,1,D,1,Rep,HD-NJ-9,16580040,478,N00000751,Bill_Pascrell,158959,0
8988,"Janice Schakowsky",Janice,D.,Schakowsky,,,1,D,1,Rep,HD-IL-9,6419995,6387,N00004724,Jan_Schakowsky,158836,0
8989,"Brad Sherman",Brad,,Sherman,,,1,D,1,Rep,HD-CA-30,369166,142,N00006897,Brad_Sherman,158741,0
8991,"Fortney Stark",Fortney,Pete,Stark,,,1,D,1,Rep,HD-CA-13,16617989,26736,N00007397,Pete_Stark,158730,0
8993,"Betty Sutton",Betty,,Sutton,,,1,D,1,Rep,HD-OH-13,13004695,8394,N00027901,Betty_Sutton,197881,0
8994,"Niki Tsongas",Niki,,Tsongas,,,1,D,1,Rep,HD-MA-3,17658789,89417,N00029026,Niki_Tsongas,259708,0
8995,"Debbie Wasserman Schultz",Debbie,,"Wasserman Schultz",,,1,D,1,Rep,HD-FL-23,704716,24301,N00026106,Debbie_Wasserman_Schultz,226499,0
8996,"Anthony Weiner",Anthony,D.,Weiner,,,1,D,1,Rep,HD-NY-9,17609116,23162,N00001110,Anthony_Weiner,158978,0
8997,"Peter Welch",Peter,,Welch,,,1,D,1,Rep,HD-VT,9959484,51272,N00000515,Peter_Welch,210068,0
8998,"Gary Ackerman",Gary,L.,Ackerman,,,1,D,1,Rep,HD-NY-5,19890001,26970,N00001143,Gary_Ackerman,158974,0
9000,"Robert Andrews",Robert,E.,Andrews,,,1,D,1,Rep,HD-NJ-1,6702465,26949,N00000826,Rob_Andrews_(New_Jersey),158952,0
9002,"Joe Baca",Joe,,Baca,,,1,D,1,Rep,HD-CA-43,2540679,8039,N00007089,Joe_Baca,158759,0
9004,"Tammy Baldwin",Tammy,,Baldwin,,,1,D,1,Rep,HD-WI-2,2924660,3470,N00004367,Tammy_Baldwin,159127,0
9005,"Xavier Becerra",Xavier,,Becerra,,,1,D,1,Rep,HD-CA-34,16562595,26754,N00009774,Xavier_Becerra,158747,0
9006,"Shelley Berkley",Shelley,,Berkley,,,1,D,1,Rep,HD-NV-1,0,22744,N00009818,Shelley_Berkley,158968,0
9007,"Howard Berman",Howard,L.,Berman,,,1,D,1,Rep,HD-CA-28,17657735,26756,N00008094,Howard_Berman,158743,0
9009,"Timothy Bishop",Timothy,H.,Bishop,,,1,D,1,Rep,HD-NY-1,7108326,44518,N00025413,Tim_Bishop,211718,0
9010,"Earl Blumenauer",Earl,,Blumenauer,,,1,D,1,Rep,HD-OR-3,4977792,367,N00007727,Earl_Blumenauer,159028,0
9012,"Madeleine Bordallo",Madeleine,Z.,Bordallo,,,1,D,1,Rep,HD-GU,0,1751,N00024866,Madeleine_Bordallo,0,0
9013,"Leonard Boswell",Leonard,L.,Boswell,,,1,D,1,Rep,HD-IA-3,6140498,384,N00004208,Leonard_Boswell,158823,0
9014,"Robert Brady",Robert,A.,Brady,,,1,D,1,Rep,HD-PA-1,17658828,2519,N00001619,Robert_Brady,159031,0
9015,"Corrine Brown",Corrine,,Brown,,,1,D,1,Rep,HD-FL-5,1810160,26797,N00002713,Corrine_Brown,158786,0
9016,"G. Butterfield",G.,K.,Butterfield,,,1,D,1,Rep,HD-NC-1,6135165,41077,N00027035,G.K._Butterfield,224949,0
9017,"Michael Capuano",Michael,E.,Capuano,,,1,D,1,Rep,HD-MA-7,17658790,18883,N00000267,Michael_Capuano,158882,0
9018,"Russ Carnahan",Russ,,Carnahan,,,1,D,1,Rep,HD-MO-3,4393335,39948,N00005181,Russ_Carnahan,206348,0
9019,"Andre Carson",Andre,,Carson,,,1,D,1,Rep,HD-IN-7,17658782,84917,N00029513,Andr%C3%A9_Carson,263260,0
9020,"Donna Christensen",Donna,M.,Christensen,,,1,D,1,Rep,HD-VI,0,1032,N00000133,Donna_Christensen,0,0
9021,"Yvette Clarke",Yvette,D.,Clarke,,,1,D,1,Rep,HD-NY-9,5418023,44741,N00026961,Yvette_Clarke,248335,0
9022,"Lacy Clay",Lacy,,Clay,,,1,D,1,Rep,HD-MO-1,3798170,8967,N00012460,William_Lacy_Clay,205779,0
9023,"Emanuel Cleaver",Emanuel,,Cleaver,,,1,D,1,Rep,HD-MO-5,4396432,39507,N00026790,Emanuel_Cleaver,226522,0
9024,"James Clyburn",James,E.,Clyburn,,,1,D,1,Rep,HD-SC-6,5019671,27066,N00002408,James_Clyburn,159060,0
9025,"Steve Cohen",Steve,,Cohen,,,1,D,1,Rep,HD-TN-9,6442808,24340,N00003225,"Steve_Hobbs,_Missouri_Representative",198993,0
9026,"John Conyers",John,,Conyers,Jr.,,1,D,1,Rep,HD-MI-13,17658680,26904,N00004029,John_Conyers_Jr.,158908,0
9027,"Jim Cooper",Jim,,Cooper,,,1,D,1,Rep,HD-TN-5,17658367,48891,N00003132,Jim_Cooper_(Tennessee),211701,0
9028,"Jerry Costello",Jerry,F.,Costello,,,1,D,1,Rep,HD-IL-12,6514653,26849,N00004956,Jerry_F._Costello_(Illinois),158839,0
9029,"Joe Courtney",Joe,,Courtney,,,1,D,1,Rep,HD-CT-2,7236851,30333,N00024842,Joe_Courtney,248833,0
9030,"Elijah Cummings",Elijah,E.,Cummings,,,1,D,1,Rep,HD-MD-7,5430817,345,N00001971,Elijah_Cummings,158891,0
9032,"Danny Davis",Danny,K.,Davis,,,1,D,1,Rep,HD-IL-7,16565454,233,N00004884,Danny_K._Davis,158834,0
9033,"Susan Davis",Susan,A.,Davis,,,1,D,1,Rep,HD-CA-53,2550215,8168,N00009604,Susan_Davis_(California),193104,0
9034,"Peter DeFazio",Peter,A.,DeFazio,,,1,D,1,Rep,HD-OR-4,17658713,27037,N00007781,Peter_DeFazio,159029,0
9035,"Rosa DeLauro",Rosa,L.,DeLauro,,,1,D,1,Rep,HD-CT-3,5349073,26788,N00000615,Rosa_DeLauro,158778,0
9036,"Norman Dicks",Norman,D.,Dicks,,,1,D,1,Rep,HD-WA-6,4076507,27127,N00007918,Norm_Dicks,159122,0
9037,"Lloyd Doggett",Lloyd,,Doggett,,,1,D,1,Rep,HD-TX-35,17658622,21689,N00006023,Lloyd_Doggett,159080,0
9038,"Michael Doyle",Michael,F.,Doyle,,,1,D,1,Rep,HD-PA-14,13005560,55925,N00001373,Michael_Doyle_(Pennsylvania_Congress),159048,0
9040,"Donna Edwards",Donna,F.,Edwards,,,1,D,1,Rep,HD-MD-4,14547691,65085,N00028249,Donna_Edwards,265644,0
