bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
424182,216529,2012-06-06,House,"On Agreeing to the Amendment",138,281,12,0,431
424182,216530,2012-06-06,House,"On Agreeing to the Amendment",174,244,13,0,431
424182,216531,2012-06-06,House,"On Agreeing to the Amendment",141,276,14,0,431
424182,216532,2012-06-06,House,"On Agreeing to the Amendment",157,261,13,0,431
424182,216533,2012-06-06,House,"On Agreeing to the Amendment",125,293,13,0,431
424182,216534,2012-06-06,House,"On Agreeing to the Amendment",144,274,13,0,431
424182,216535,2012-06-06,House,"On Agreeing to the Amendment",184,235,12,0,431
424182,216536,2012-06-06,House,"On Agreeing to the Amendment",114,302,15,0,431
424182,216537,2012-06-06,House,"On Agreeing to the Amendment",208,207,16,0,431
424182,216538,2012-06-06,House,"On Motion to Recommit with Instructions",185,233,13,0,431
424182,216539,2012-06-06,House,"On Passage",255,165,11,0,431
424182,220882,2012-06-01,House,"On Agreeing to the Amendment",216,177,38,0,431
424182,220883,2012-06-01,House,"On Agreeing to the Amendment",203,185,43,0,431
424182,220884,2012-06-01,House,"On Agreeing to the Amendment",152,237,42,0,431
424182,220885,2012-06-01,House,"On Agreeing to the Amendment",130,256,45,0,431
424182,220886,2012-06-01,House,"On Agreeing to the Amendment",140,245,46,0,431
424182,220887,2012-06-01,House,"On Agreeing to the Amendment",113,275,43,0,431
424182,220888,2012-06-01,House,"On Agreeing to the Amendment",183,200,48,0,431
424182,220889,2012-06-01,House,"On Agreeing to the Amendment",148,236,47,0,431
424182,220890,2012-06-01,House,"On Agreeing to the Amendment",139,245,47,0,431
424182,220891,2012-06-05,House,"On Agreeing to the Amendment",106,281,44,0,431
424182,220892,2012-06-05,House,"On Agreeing to the Amendment",131,257,43,0,431
424182,220893,2012-06-05,House,"On Agreeing to the Amendment",138,249,44,0,431
424182,220894,2012-06-05,House,"On Agreeing to the Amendment",152,235,44,0,431
424182,220895,2012-06-06,House,"On Agreeing to the Amendment",181,229,21,0,431
424182,220896,2012-06-06,House,"On Agreeing to the Amendment",348,60,23,0,431
424182,220897,2012-06-06,House,"On Agreeing to the Amendment",326,81,24,0,431
424182,220898,2012-06-06,House,"On Agreeing to the Amendment",355,51,25,0,431
424182,220899,2012-06-06,House,"On Agreeing to the Amendment",242,168,21,0,431
424182,220900,2012-06-06,House,"On Agreeing to the Amendment",150,260,21,0,431
424182,220901,2012-06-06,House,"On Agreeing to the Amendment",328,89,14,0,431
424182,220902,2012-06-06,House,"On Agreeing to the Amendment",157,260,14,0,431
424182,220903,2012-06-06,House,"On Agreeing to the Amendment",136,282,13,0,431
424182,220904,2012-06-06,House,"On Agreeing to the Amendment",168,249,14,0,431
424182,220905,2012-06-06,House,"On Agreeing to the Amendment",223,195,13,0,431
424182,220906,2012-06-06,House,"On Agreeing to the Amendment",182,237,12,0,431
424182,220907,2012-06-06,House,"On Agreeing to the Amendment",138,281,12,0,431
424182,220908,2012-06-06,House,"On Agreeing to the Amendment",174,244,13,0,431
424182,220909,2012-06-06,House,"On Agreeing to the Amendment",141,276,14,0,431
424182,220910,2012-06-06,House,"On Agreeing to the Amendment",157,261,13,0,431
424182,220911,2012-06-06,House,"On Agreeing to the Amendment",125,293,13,0,431
424182,220912,2012-06-06,House,"On Agreeing to the Amendment",144,274,13,0,431
424182,220913,2012-06-06,House,"On Agreeing to the Amendment",184,235,12,0,431
424182,220914,2012-06-06,House,"On Agreeing to the Amendment",114,302,15,0,431
424182,220915,2012-06-06,House,"On Agreeing to the Amendment",208,207,16,0,431
424182,220916,2012-06-06,House,"On Motion to Recommit with Instructions",185,233,13,0,431
424182,220917,2012-06-06,House,"On Passage",255,165,11,0,431
424183,216586,2012-05-08,House,"On Agreeing to the Amendment",141,261,29,0,431
424183,216587,2012-05-08,House,"On Agreeing to the Amendment",137,270,24,0,431
424183,216588,2012-05-08,House,"On Agreeing to the Amendment",121,287,23,0,431
424183,216589,2012-05-08,House,"On Agreeing to the Amendment",190,218,23,0,431
424183,216590,2012-05-08,House,"On Agreeing to the Amendment",174,233,24,0,431
424183,216591,2012-05-08,House,"On Agreeing to the Amendment",129,279,23,0,431
424183,216592,2012-05-08,House,"On Agreeing to the Amendment",147,259,25,0,431
424183,216593,2012-05-08,House,"On Agreeing to the Amendment",219,189,23,0,431
424183,216594,2012-05-08,House,"On Agreeing to the Amendment",209,199,23,0,431
424183,216595,2012-05-08,House,"On Agreeing to the Amendment",168,239,24,0,431
424183,216596,2012-05-08,House,"On Agreeing to the Amendment",325,81,25,0,431
424183,216597,2012-05-08,House,"On Agreeing to the Amendment",99,311,21,0,431
424183,216598,2012-05-08,House,"On Agreeing to the Amendment",206,204,21,0,431
424183,216599,2012-05-08,House,"On Agreeing to the Amendment",199,211,21,0,431
424183,216600,2012-05-09,House,"On Agreeing to the Amendment",96,314,21,0,431
424183,216601,2012-05-09,House,"On Agreeing to the Amendment",121,291,19,0,431
424183,216602,2012-05-09,House,"On Agreeing to the Amendment",165,246,20,0,431
424183,216603,2012-05-09,House,"On Agreeing to the Amendment",122,289,20,0,431
424183,216604,2012-05-09,House,"On Agreeing to the Amendment",238,173,20,0,431
424183,216605,2012-05-09,House,"On Agreeing to the Amendment",160,251,20,0,431
424183,216606,2012-05-09,House,"On Agreeing to the Amendment",105,307,19,0,431
424183,216607,2012-05-09,House,"On Agreeing to the Amendment",220,191,20,0,431
424183,216608,2012-05-09,House,"On Agreeing to the Amendment",381,41,9,0,431
424183,216609,2012-05-09,House,"On Agreeing to the Amendment",160,260,11,0,431
424183,216610,2012-05-09,House,"On Agreeing to the Amendment",229,194,8,0,431
424183,216611,2012-05-09,House,"On Agreeing to the Amendment",232,192,7,0,431
424183,216612,2012-05-09,House,"On Agreeing to the Amendment",238,185,8,0,431
424183,216613,2012-05-09,House,"On Agreeing to the Amendment",232,190,9,0,431
424183,216614,2012-05-09,House,"On Agreeing to the Amendment",232,190,9,0,431
424183,216615,2012-05-09,House,"On Agreeing to the Amendment",250,173,8,0,431
424183,216616,2012-05-09,House,"On Agreeing to the Amendment",246,174,11,0,431
424183,216617,2012-05-09,House,"On Agreeing to the Amendment",245,171,15,0,431
424183,216618,2012-05-09,House,"On Agreeing to the Amendment",218,201,12,0,431
424183,216619,2012-05-09,House,"On Agreeing to the Amendment",357,68,6,0,431
424183,216620,2012-05-09,House,"On Agreeing to the Amendment",163,262,6,0,431
424183,216621,2012-05-09,House,"On Agreeing to the Amendment",189,235,7,0,431
424183,216622,2012-05-09,House,"On Agreeing to the Amendment",193,232,6,0,431
424183,216623,2012-05-09,House,"On Agreeing to the Amendment",238,188,5,0,431
424183,216624,2012-05-09,House,"On Agreeing to the Amendment",209,217,5,0,431
424183,216625,2012-05-09,House,"On Agreeing to the Amendment",218,208,5,0,431
424183,216626,2012-05-10,House,"On Motion to Recommit with Instructions",181,233,17,0,431
424183,216627,2012-05-10,House,"On Passage",247,163,21,0,431
424183,221101,2012-05-08,House,"On Agreeing to the Amendment",141,261,29,0,431
424183,221102,2012-05-08,House,"On Agreeing to the Amendment",137,270,24,0,431
424183,221103,2012-05-08,House,"On Agreeing to the Amendment",121,287,23,0,431
424183,221104,2012-05-08,House,"On Agreeing to the Amendment",190,218,23,0,431
424183,221105,2012-05-08,House,"On Agreeing to the Amendment",174,233,24,0,431
424183,221106,2012-05-08,House,"On Agreeing to the Amendment",129,279,23,0,431
424183,221107,2012-05-08,House,"On Agreeing to the Amendment",147,259,25,0,431
424183,221108,2012-05-08,House,"On Agreeing to the Amendment",219,189,23,0,431
424183,221109,2012-05-08,House,"On Agreeing to the Amendment",209,199,23,0,431
424183,221110,2012-05-08,House,"On Agreeing to the Amendment",168,239,24,0,431
424183,221111,2012-05-08,House,"On Agreeing to the Amendment",325,81,25,0,431
424183,221112,2012-05-08,House,"On Agreeing to the Amendment",99,311,21,0,431
424183,221113,2012-05-08,House,"On Agreeing to the Amendment",206,204,21,0,431
424183,221114,2012-05-08,House,"On Agreeing to the Amendment",199,211,21,0,431
424183,221115,2012-05-09,House,"On Agreeing to the Amendment",96,314,21,0,431
424183,221116,2012-05-09,House,"On Agreeing to the Amendment",121,291,19,0,431
424183,221117,2012-05-09,House,"On Agreeing to the Amendment",165,246,20,0,431
424183,221118,2012-05-09,House,"On Agreeing to the Amendment",122,289,20,0,431
424183,221119,2012-05-09,House,"On Agreeing to the Amendment",238,173,20,0,431
424183,221120,2012-05-09,House,"On Agreeing to the Amendment",160,251,20,0,431
424183,221121,2012-05-09,House,"On Agreeing to the Amendment",105,307,19,0,431
424183,221122,2012-05-09,House,"On Agreeing to the Amendment",220,191,20,0,431
424183,221123,2012-05-09,House,"On Agreeing to the Amendment",381,41,9,0,431
424183,221124,2012-05-09,House,"On Agreeing to the Amendment",160,260,11,0,431
424183,221125,2012-05-09,House,"On Agreeing to the Amendment",229,194,8,0,431
424183,221126,2012-05-09,House,"On Agreeing to the Amendment",232,192,7,0,431
424183,221127,2012-05-09,House,"On Agreeing to the Amendment",238,185,8,0,431
424183,221128,2012-05-09,House,"On Agreeing to the Amendment",232,190,9,0,431
424183,221129,2012-05-09,House,"On Agreeing to the Amendment",232,190,9,0,431
424183,221130,2012-05-09,House,"On Agreeing to the Amendment",250,173,8,0,431
424183,221131,2012-05-09,House,"On Agreeing to the Amendment",246,174,11,0,431
424183,221132,2012-05-09,House,"On Agreeing to the Amendment",245,171,15,0,431
424183,221133,2012-05-09,House,"On Agreeing to the Amendment",218,201,12,0,431
424183,221134,2012-05-09,House,"On Agreeing to the Amendment",357,68,6,0,431
424183,221135,2012-05-09,House,"On Agreeing to the Amendment",163,262,6,0,431
424183,221136,2012-05-09,House,"On Agreeing to the Amendment",189,235,7,0,431
424183,221137,2012-05-09,House,"On Agreeing to the Amendment",193,232,6,0,431
424183,221138,2012-05-09,House,"On Agreeing to the Amendment",238,188,5,0,431
424183,221139,2012-05-09,House,"On Agreeing to the Amendment",209,217,5,0,431
424183,221140,2012-05-09,House,"On Agreeing to the Amendment",218,208,5,0,431
424183,221141,2012-05-10,House,"On Motion to Recommit with Instructions",181,233,17,0,431
424183,221142,2012-05-10,House,"On Passage",247,163,21,0,431
424757,217006,2012-05-08,House,"On Ordering the Previous Question",235,174,22,0,431
424757,217007,2012-05-08,House,"On Agreeing to the Resolution",228,181,22,0,431
424757,219222,2012-05-08,House,"On Ordering the Previous Question",235,174,22,0,431
424757,219223,2012-05-08,House,"On Agreeing to the Resolution",228,181,22,0,431
425260,217004,2012-05-10,House,"On Motion to Recommit with Instructions",170,232,29,0,431
425260,217005,2012-05-10,House,"On Passage",218,199,14,0,431
425260,219219,2012-05-10,House,"On Motion to Recommit with Instructions",170,232,29,0,431
425260,219220,2012-05-10,House,"On Passage",218,199,14,0,431
425263,216777,2012-05-10,House,"On Ordering the Previous Question",237,177,17,0,431
425263,216778,2012-05-10,House,"On Agreeing to the Resolution",233,183,15,0,431
425263,221470,2012-05-10,House,"On Ordering the Previous Question",237,177,17,0,431
425263,221471,2012-05-10,House,"On Agreeing to the Resolution",233,183,15,0,431
425279,216103,2012-05-16,Senate,"On the Motion to Proceed S.Con.Res. 44",17,82,1,0,100
426018,216202,2012-09-12,House,"On Agreeing to the Amendment",201,213,15,0,429
426018,216203,2012-09-12,House,"On Agreeing to the Amendment",177,236,16,0,429
426018,216204,2012-09-12,House,"On Agreeing to the Amendment",190,225,14,0,429
426018,216205,2012-09-12,House,"On Agreeing to the Amendment",191,223,15,0,429
426018,216206,2012-09-12,House,"On Motion to Recommit with Instructions",183,233,13,0,429
426018,216207,2012-09-12,House,"On Passage",225,189,15,0,429
426018,219881,2012-09-12,House,"On Agreeing to the Amendment",201,213,15,0,429
426018,219882,2012-09-12,House,"On Agreeing to the Amendment",177,236,16,0,429
426018,219883,2012-09-12,House,"On Agreeing to the Amendment",190,225,14,0,429
426018,219884,2012-09-12,House,"On Agreeing to the Amendment",191,223,15,0,429
426018,219885,2012-09-12,House,"On Motion to Recommit with Instructions",183,233,13,0,429
426018,219886,2012-09-12,House,"On Passage",225,189,15,0,429
426404,216575,2012-05-30,House,"On Motion to Suspend the Rules and Pass, as Amended",387,5,39,0,431
426404,221015,2012-05-30,House,"On Motion to Suspend the Rules and Pass, as Amended",387,5,39,0,431
426632,216253,2012-05-17,House,"On Motion to Suspend the Rules and Pass",402,18,11,0,431
426632,220045,2012-05-17,House,"On Motion to Suspend the Rules and Pass",402,18,11,0,431
426635,216055,2012-05-16,House,"On Question of Consideration of the Resolution",239,183,9,0,431
426635,216056,2012-05-16,House,"On Ordering the Previous Question",235,187,9,0,431
426635,216057,2012-05-16,House,"On Agreeing to the Resolution",235,186,10,0,431
426635,219558,2012-05-16,House,"On Question of Consideration of the Resolution",239,183,9,0,431
426635,219559,2012-05-16,House,"On Ordering the Previous Question",235,187,9,0,431
426635,219560,2012-05-16,House,"On Agreeing to the Resolution",235,186,10,0,431
427028,216920,2012-05-31,House,"On Motion to Recommit with Instructions",180,235,16,0,431
427028,216921,2012-05-31,House,"On Passage",386,28,17,0,431
427028,218965,2012-05-31,House,"On Motion to Recommit with Instructions",180,235,16,0,431
427028,218966,2012-05-31,House,"On Passage",386,28,17,0,431
427088,216309,2012-05-17,House,"On Ordering the Previous Question",236,182,13,0,431
427088,216310,2012-05-17,House,"On Agreeing to the Resolution",244,178,9,0,431
427088,220256,2012-05-17,House,"On Ordering the Previous Question",236,182,13,0,431
427088,220257,2012-05-17,House,"On Agreeing to the Resolution",244,178,9,0,431
427494,216544,2012-05-24,Senate,"On the Amendment S.Amdt. 2111 to S. 3187 (No short title on file)",28,67,5,0,100
427494,216545,2012-05-24,Senate,"On the Amendment S.Amdt. 2108 to S. 3187 (No short title on file)",46,50,4,0,100
427494,216546,2012-05-24,Senate,"On the Motion to Table S.Amdt. 2143 to S. 3187 (No short title on file)",78,15,7,0,100
427494,216547,2012-05-24,Senate,"On the Amendment S.Amdt. 2107 to S. 3187 (No short title on file)",43,54,3,0,100
427494,216548,2012-05-24,Senate,"On the Amendment S.Amdt. 2109 to S. 3187 (No short title on file)",9,88,3,0,100
427494,216549,2012-05-24,Senate,"On the Motion to Table S.Amdt. 2127 to S. 3187 (No short title on file)",77,20,3,0,100
427494,216550,2012-05-24,Senate,"On Passage of the Bill S. 3187",96,1,3,0,100
427494,216551,2012-06-21,Senate,"On the Cloture Motion S. 3187",89,3,8,0,100
427494,216552,2012-06-26,Senate,"On the Motion (Motion to Concur in the House Amendment to Accompany S. 3187)",92,4,4,0,100
427808,216500,2012-12-30,House,"On Motion to Suspend the Rules and Pass",393,0,38,0,431
427808,220838,2012-12-30,House,"On Motion to Suspend the Rules and Pass",393,0,38,0,431
427820,216363,2012-12-17,House,"On Motion to Suspend the Rules and Pass",306,0,125,0,431
427820,220373,2012-12-17,House,"On Motion to Suspend the Rules and Pass",306,0,125,0,431
428381,216436,2012-06-06,House,"On Agreeing to the Amendment",154,260,17,0,431
428381,216437,2012-06-06,House,"On Agreeing to the Amendment",140,273,18,0,431
428381,216438,2012-06-06,House,"On Agreeing to the Amendment",173,240,18,0,431
428381,216439,2012-06-06,House,"On Agreeing to the Amendment",211,202,18,0,431
428381,216440,2012-06-06,House,"On Agreeing to the Amendment",159,254,18,0,431
428381,216441,2012-06-06,House,"On Agreeing to the Amendment",156,261,14,0,431
428381,216442,2012-06-06,House,"On Agreeing to the Amendment",144,273,14,0,431
428381,216443,2012-06-06,House,"On Agreeing to the Amendment",302,113,16,0,431
428381,216444,2012-06-06,House,"On Agreeing to the Amendment",230,186,15,0,431
428381,216445,2012-06-06,House,"On Agreeing to the Amendment",167,249,15,0,431
428381,216446,2012-06-06,House,"On Agreeing to the Amendment",60,355,16,0,431
428381,216447,2012-06-06,House,"On Agreeing to the Amendment",150,266,15,0,431
428381,216448,2012-06-06,House,"On Agreeing to the Amendment",166,245,20,0,431
428381,216449,2012-06-07,House,"On Agreeing to the Amendment",224,189,18,0,431
428381,216450,2012-06-07,House,"On Agreeing to the Amendment",238,175,18,0,431
428381,216451,2012-06-07,House,"On Agreeing to the Amendment",131,282,18,0,431
428381,216452,2012-06-07,House,"On Agreeing to the Amendment",204,210,17,0,431
428381,216453,2012-06-07,House,"On Agreeing to the Amendment",250,164,17,0,431
428381,216454,2012-06-07,House,"On Agreeing to the Amendment",101,314,16,0,431
428381,216455,2012-06-07,House,"On Agreeing to the Amendment",99,316,16,0,431
428381,216456,2012-06-07,House,"On Motion to Recommit with Instructions",165,251,15,0,431
428381,216457,2012-06-07,House,"On Passage",234,182,15,0,431
428381,222074,2012-06-06,House,"On Agreeing to the Amendment",154,260,17,0,431
428381,222075,2012-06-06,House,"On Agreeing to the Amendment",140,273,18,0,431
428381,222076,2012-06-06,House,"On Agreeing to the Amendment",173,240,18,0,431
428381,222077,2012-06-06,House,"On Agreeing to the Amendment",211,202,18,0,431
428381,222078,2012-06-06,House,"On Agreeing to the Amendment",159,254,18,0,431
428381,222079,2012-06-06,House,"On Agreeing to the Amendment",156,261,14,0,431
428381,222080,2012-06-06,House,"On Agreeing to the Amendment",144,273,14,0,431
428381,222081,2012-06-06,House,"On Agreeing to the Amendment",302,113,16,0,431
428381,222082,2012-06-06,House,"On Agreeing to the Amendment",230,186,15,0,431
428381,222083,2012-06-06,House,"On Agreeing to the Amendment",167,249,15,0,431
428381,222084,2012-06-06,House,"On Agreeing to the Amendment",60,355,16,0,431
428381,222085,2012-06-06,House,"On Agreeing to the Amendment",150,266,15,0,431
428381,222086,2012-06-06,House,"On Agreeing to the Amendment",166,245,20,0,431
428381,222087,2012-06-07,House,"On Agreeing to the Amendment",224,189,18,0,431
428381,222088,2012-06-07,House,"On Agreeing to the Amendment",238,175,18,0,431
428381,222089,2012-06-07,House,"On Agreeing to the Amendment",131,282,18,0,431
428381,222090,2012-06-07,House,"On Agreeing to the Amendment",204,210,17,0,431
428381,222091,2012-06-07,House,"On Agreeing to the Amendment",250,164,17,0,431
428381,222092,2012-06-07,House,"On Agreeing to the Amendment",101,314,16,0,431
428381,222093,2012-06-07,House,"On Agreeing to the Amendment",99,316,16,0,431
428381,222094,2012-06-07,House,"On Motion to Recommit with Instructions",165,251,15,0,431
428381,222095,2012-06-07,House,"On Passage",234,182,15,0,431
428383,217009,2012-05-31,House,"On Agreeing to the Amendment",218,198,15,0,431
428383,217010,2012-05-31,House,"On Agreeing to the Amendment",180,237,14,0,431
428383,217011,2012-05-31,House,"On Motion to Recommit with Instructions",188,230,13,0,431
428383,217012,2012-05-31,House,"On Passage",407,12,12,0,431
428383,219275,2012-05-31,House,"On Agreeing to the Amendment",218,198,15,0,431
428383,219276,2012-05-31,House,"On Agreeing to the Amendment",180,237,14,0,431
428383,219277,2012-05-31,House,"On Motion to Recommit with Instructions",188,230,13,0,431
428383,219278,2012-05-31,House,"On Passage",407,12,12,0,431
428660,216922,2012-06-05,Senate,"On Cloture on the Motion to Proceed S. 3220",52,47,1,0,100
428779,216058,2012-06-07,Senate,"On Cloture on the Motion to Proceed S. 3240",90,8,2,0,100
428779,216059,2012-06-13,Senate,"On the Motion to Table S.Amdt. 2393 to S.Amdt. 2392 to S.Amdt. 2391 to S. 3240",50,46,4,0,100
428779,216060,2012-06-13,Senate,"On the Motion to Table S.Amdt. 2392 to S.Amdt. 2391 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",65,33,2,0,100
428779,216061,2012-06-19,Senate,"On the Amendment S.Amdt. 2192 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",38,61,1,0,100
428779,216062,2012-06-19,Senate,"On the Amendment S.Amdt. 2190 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",66,33,1,0,100
428779,216063,2012-06-19,Senate,"On the Amendment S.Amdt. 2167 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",75,24,1,0,100
428779,216064,2012-06-19,Senate,"On the Amendment S.Amdt. 2445 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",55,44,1,0,100
428779,216065,2012-06-19,Senate,"On the Amendment S.Amdt. 2174 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",43,56,1,0,100
428779,216066,2012-06-19,Senate,"On the Amendment S.Amdt. 2370 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",58,41,1,0,100
428779,216067,2012-06-19,Senate,"On the Amendment S.Amdt. 2172 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",41,58,1,0,100
428779,216068,2012-06-19,Senate,"On the Amendment S.Amdt. 2238 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",73,26,1,0,100
428779,216069,2012-06-19,Senate,"On the Amendment S.Amdt. 2181 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",15,84,1,0,100
428779,216070,2012-06-19,Senate,"On the Amendment S.Amdt. 2191 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",33,66,1,0,100
428779,216071,2012-06-19,Senate,"On the Amendment S.Amdt. 2309 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",76,23,1,0,100
428779,216072,2012-06-19,Senate,"On the Amendment S.Amdt. 2217 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",42,57,1,0,100
428779,216073,2012-06-19,Senate,"On the Amendment S.Amdt. 2156 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",33,66,1,0,100
428779,216074,2012-06-19,Senate,"On the Amendment S.Amdt. 2263 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",45,54,1,0,100
428779,216075,2012-06-19,Senate,"On the Amendment S.Amdt. 2268 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",14,84,2,0,100
428779,216076,2012-06-19,Senate,"On the Amendment S.Amdt. 2276 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",20,79,1,0,100
428779,216077,2012-06-20,Senate,"On the Amendment S.Amdt. 2382 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",63,36,1,0,100
428779,216078,2012-06-20,Senate,"On the Amendment S.Amdt. 2273 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",44,55,1,0,100
428779,216079,2012-06-20,Senate,"On the Amendment S.Amdt. 2289 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",30,69,1,0,100
428779,216080,2012-06-20,Senate,"On the Amendment S.Amdt. 2293 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",62,37,1,0,100
428779,216081,2012-06-20,Senate,"On the Amendment S.Amdt. 2454 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",59,40,1,0,100
428779,216082,2012-06-20,Senate,"On the Amendment S.Amdt. 2354 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",43,56,1,0,100
428779,216083,2012-06-20,Senate,"On the Amendment S.Amdt. 2295 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",77,22,1,0,100
428779,216084,2012-06-20,Senate,"On the Amendment S.Amdt. 2313 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",21,77,2,0,100
428779,216085,2012-06-20,Senate,"On the Amendment S.Amdt. 2314 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",15,84,1,0,100
428779,216086,2012-06-20,Senate,"On the Amendment S.Amdt. 2360 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",35,63,1,0,99
428779,216087,2012-06-20,Senate,"On the Amendment S.Amdt. 2226 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",36,63,1,0,100
428779,216088,2012-06-20,Senate,"On the Amendment S.Amdt. 2433 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",46,53,1,0,100
428779,216089,2012-06-20,Senate,"On the Motion to Recommit S. 3240",29,70,1,0,100
428779,216090,2012-06-20,Senate,"On the Motion (Johnson (WI) Motion to Recommit with Instructions)",40,59,1,0,100
428779,216091,2012-06-20,Senate,"On the Amendment S.Amdt. 2363 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",88,11,1,0,100
428779,216092,2012-06-20,Senate,"On the Amendment S.Amdt. 2438 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",52,47,1,0,100
428779,216093,2012-06-20,Senate,"On the Amendment S.Amdt. 2437 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",44,55,1,0,100
428779,216094,2012-06-20,Senate,"On the Amendment S.Amdt. 2439 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",66,33,1,0,100
428779,216095,2012-06-21,Senate,"On the Amendment S.Amdt. 2456 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",47,48,5,0,100
428779,216096,2012-06-21,Senate,"On the Amendment S.Amdt. 2372 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",56,43,1,0,100
428779,216097,2012-06-21,Senate,"On the Amendment S.Amdt. 2247 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",58,41,1,0,100
428779,216098,2012-06-21,Senate,"On the Amendment S.Amdt. 2310 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",26,73,1,0,100
428779,216099,2012-06-21,Senate,"On the Amendment S.Amdt. 2214 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",95,4,1,0,100
428779,216100,2012-06-21,Senate,"On the Amendment S.Amdt. 2166 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",45,54,1,0,100
428779,216101,2012-06-21,Senate,"On Passage of the Bill S. 3240",64,35,1,0,100
428800,216275,2012-07-18,House,"On Agreeing to the Amendment",166,250,15,0,431
428800,216276,2012-07-18,House,"On Agreeing to the Amendment",202,216,13,0,431
428800,216277,2012-07-18,House,"On Agreeing to the Amendment",60,359,12,0,431
428800,216278,2012-07-18,House,"On Agreeing to the Amendment",145,273,13,0,431
428800,216279,2012-07-18,House,"On Agreeing to the Amendment",137,282,12,0,431
428800,216280,2012-07-18,House,"On Agreeing to the Amendment",150,268,13,0,431
428800,216281,2012-07-18,House,"On Agreeing to the Amendment",186,233,12,0,431
428800,216282,2012-07-18,House,"On Agreeing to the Amendment",228,191,12,0,431
428800,216283,2012-07-18,House,"On Agreeing to the Amendment",149,270,12,0,431
428800,216284,2012-07-18,House,"On Agreeing to the Amendment",114,302,15,0,431
428800,216285,2012-07-18,House,"On Agreeing to the Amendment",136,283,12,0,431
428800,216286,2012-07-18,House,"On Agreeing to the Amendment",106,311,14,0,431
428800,216287,2012-07-18,House,"On Agreeing to the Amendment",91,328,12,0,431
428800,216288,2012-07-18,House,"On Agreeing to the Amendment",107,312,12,0,431
428800,216289,2012-07-18,House,"On Agreeing to the Amendment",182,235,14,0,431
428800,216290,2012-07-19,House,"On Agreeing to the Amendment",247,166,18,0,431
428800,216291,2012-07-19,House,"On Agreeing to the Amendment",87,326,18,0,431
428800,216292,2012-07-19,House,"On Agreeing to the Amendment",171,243,17,0,431
428800,216293,2012-07-19,House,"On Agreeing to the Amendment",407,5,19,0,431
428800,216294,2012-07-19,House,"On Agreeing to the Amendment",235,178,18,0,431
428800,216295,2012-07-19,House,"On Agreeing to the Amendment",123,292,16,0,431
428800,216296,2012-07-19,House,"On Agreeing to the Amendment",232,183,16,0,431
428800,216297,2012-07-19,House,"On Agreeing to the Amendment",137,278,16,0,431
428800,216298,2012-07-19,House,"On Agreeing to the Amendment",247,167,17,0,431
428800,216299,2012-07-19,House,"On Agreeing to the Amendment",238,178,15,0,431
428800,216300,2012-07-19,House,"On Agreeing to the Amendment",399,17,15,0,431
428800,216301,2012-07-19,House,"On Passage",326,90,15,0,431
428800,220157,2012-07-18,House,"On Agreeing to the Amendment",166,250,15,0,431
428800,220158,2012-07-18,House,"On Agreeing to the Amendment",202,216,13,0,431
