bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
329492,219878,2011-11-29,House,"On Motion to Suspend the Rules and Pass, as Amended",404,0,29,0,433
329508,219435,2011-05-11,House,"On Ordering the Previous Question",241,179,11,0,431
329508,219436,2011-05-11,House,"On Agreeing to the Resolution",243,179,9,0,431
329523,216218,2012-09-13,House,"On Motion to Suspend the Rules and Pass, as Amended",410,3,16,0,429
329523,219939,2012-09-13,House,"On Motion to Suspend the Rules and Pass, as Amended",410,3,16,0,429
329838,219625,2011-05-12,House,"On Agreeing to the Resolution",251,133,47,0,431
330100,216861,2011-05-17,Senate,"On the Motion to Proceed S. 940",52,48,0,0,100
330109,216757,2012-04-17,House,"On Motion to Suspend the Rules and Pass",410,2,19,0,431
330109,221385,2012-04-17,House,"On Motion to Suspend the Rules and Pass",410,2,19,0,431
330117,216971,2012-12-20,House,"On Motion to Suspend the Rules and Pass",408,7,16,0,431
330117,219124,2012-12-20,House,"On Motion to Suspend the Rules and Pass",408,7,16,0,431
330164,220273,2011-05-12,House,"On Agreeing to the Resolution",227,158,46,0,431
330263,219546,2011-07-07,House,"On Motion to Suspend the Rules and Agree",407,6,18,0,431
330273,219543,2011-07-30,House,"On Motion to Suspend the Rules and Pass",414,3,15,0,432
330287,216032,2011-05-18,Senate,"On the Motion to Proceed S. 953",42,57,1,0,100
330599,216427,2012-12-19,House,"On Motion to Suspend the Rules and Pass, as Amended",401,3,27,0,431
330599,220571,2012-12-19,House,"On Motion to Suspend the Rules and Pass, as Amended",401,3,27,0,431
330796,216461,2011-05-26,Senate,"On the Cloture Motion S. 990",79,18,3,0,100
330796,216462,2011-05-26,Senate,"On the Motion to Table S.Amdt. 363 to S.Amdt. 347 to S. 990 (PATRIOT Sunsets Extension Act of 2011)",85,10,5,0,100
330796,216463,2011-05-26,Senate,"On the Motion to Table S.Amdt. 365 to S.Amdt. 347 to S. 990 (PATRIOT Sunsets Extension Act of 2011)",91,4,5,0,100
330796,216464,2011-05-26,Senate,"On the Motion (Motion to Concur in the House Amendment to S. 990 with Amdt. No. 347)",72,23,5,0,100
330796,216465,2011-05-26,Senate,"On the Motion (Motion to Concur in the House Amendment to S. 990 with Amdt. No. 347)",72,23,5,0,100
330796,222105,2011-05-26,House,"On Motion to Concur in the Senate Amendment to the House Amendment",250,153,28,0,431
330801,216136,2012-02-29,House,"On Agreeing to the Amendment",178,239,16,0,433
330801,216137,2012-02-29,House,"On Agreeing to the Amendment",178,242,13,0,433
330801,216138,2012-02-29,House,"On Agreeing to the Amendment",177,243,13,0,433
330801,216139,2012-02-29,House,"On Agreeing to the Amendment",181,243,9,0,433
330801,216140,2012-02-29,House,"On Agreeing to the Amendment",174,250,9,0,433
330801,216141,2012-02-29,House,"On Agreeing to the Amendment",178,247,8,0,433
330801,216142,2012-02-29,House,"On Agreeing to the Amendment",180,244,9,0,433
330801,216143,2012-02-29,House,"On Motion to Recommit with Instructions",178,248,7,0,433
330801,216144,2012-02-29,House,"On Passage",246,175,12,0,433
330801,219751,2012-02-29,House,"On Agreeing to the Amendment",178,239,16,0,433
330801,219752,2012-02-29,House,"On Agreeing to the Amendment",178,242,13,0,433
330801,219753,2012-02-29,House,"On Agreeing to the Amendment",177,243,13,0,433
330801,219754,2012-02-29,House,"On Agreeing to the Amendment",181,243,9,0,433
330801,219755,2012-02-29,House,"On Agreeing to the Amendment",174,250,9,0,433
330801,219756,2012-02-29,House,"On Agreeing to the Amendment",178,247,8,0,433
330801,219757,2012-02-29,House,"On Agreeing to the Amendment",180,244,9,0,433
330801,219758,2012-02-29,House,"On Motion to Recommit with Instructions",178,248,7,0,433
330801,219759,2012-02-29,House,"On Passage",246,175,12,0,433
331477,216817,2011-05-23,Senate,"On Cloture on the Motion to Proceed S. 1038",74,8,18,0,100
331477,216818,2011-05-24,Senate,"On the Motion to Table S. 1038",74,13,13,0,100
331480,216935,2011-05-19,Senate,"On the Motion to Proceed S.Con.Res. 20",7,90,3,0,100
331485,216999,2011-05-19,Senate,"On the Motion to Proceed S.Con.Res. 18",0,97,3,0,100
331929,218827,2011-05-24,House,"On Ordering the Previous Question",233,179,19,0,431
331929,218828,2011-05-24,House,"On Agreeing to the Resolution",238,181,12,0,431
332611,219944,2011-09-09,House,"On Agreeing to the Amendment",397,0,34,0,431
332611,219945,2011-09-09,House,"On Agreeing to the Amendment",303,92,36,0,431
332611,219946,2011-09-09,House,"On Motion to Recommit with Instructions",145,257,29,0,431
332611,219947,2011-09-09,House,"On Passage",384,14,33,0,431
332611,219948,2011-12-16,House,"On Motion to Suspend the Rules and Concur in the Senate Amendment",396,23,14,0,433
332647,220147,2011-06-03,House,"On Agreeing to the Resolution",148,265,19,0,432
332715,219157,2011-05-25,House,"On Ordering the Previous Question",239,181,11,0,431
332715,219158,2011-05-25,House,"On Agreeing to the Resolution",243,170,18,0,431
332793,218732,2011-05-31,House,"On Motion to Suspend the Rules and Pass",97,318,16,0,431
332876,216931,2011-05-23,Senate,"On the Motion to Proceed S.Con.Res. 21",42,55,3,0,100
333317,218685,2011-07-26,House,"On Agreeing to the Amendment",164,260,8,0,432
333317,218686,2011-07-26,House,"On Agreeing to the Amendment",164,261,7,0,432
333317,218687,2011-07-26,House,"On Agreeing to the Amendment",163,264,5,0,432
333317,218688,2011-07-26,House,"On Agreeing to the Amendment",155,272,5,0,432
333317,218689,2011-07-26,House,"On Agreeing to the Amendment",152,275,5,0,432
333317,218690,2011-07-26,House,"On Agreeing to the Amendment",161,265,6,0,432
333317,218691,2011-07-26,House,"On Agreeing to the Amendment",168,260,4,0,432
333317,218692,2011-07-26,House,"On Agreeing to the Amendment",163,263,6,0,432
333317,218693,2011-07-26,House,"On Agreeing to the Amendment",164,261,7,0,432
333317,218694,2011-07-26,House,"On Motion to Recommit with Instructions",181,248,3,0,432
333317,218695,2011-07-26,House,"On Passage",279,147,6,0,432
333318,220512,2011-08-01,House,"On Motion to Suspend the Rules and Pass, as Amended",407,17,8,0,432
333358,219398,2011-10-26,House,"On Agreeing to the Amendment",189,233,11,0,433
333358,219399,2011-10-26,House,"On Agreeing to the Amendment",173,238,22,0,433
333358,219400,2011-10-26,House,"On Agreeing to the Amendment",182,240,11,0,433
333358,219401,2011-10-26,House,"On Motion to Recommit with Instructions",187,237,9,0,433
333358,219402,2011-10-26,House,"On Passage",235,186,12,0,433
333561,220031,2011-12-14,House,"On Motion to Suspend the Rules and Pass, as Amended",410,11,12,0,433
333566,220655,2011-05-31,House,"On Motion to Suspend the Rules and Pass",387,33,11,0,431
333622,216043,2011-09-12,Senate,"On the Cloture Motion H.J.Res. 66",53,33,14,0,100
333622,216044,2011-09-12,Senate,"On the Cloture Motion H.J.Res. 66",53,33,14,0,100
333622,216045,2011-09-13,Senate,"On the Cloture Motion H.J.Res. 66",53,33,14,0,100
333622,216046,2011-09-15,Senate,"On the Amendment S.Amdt. 610 to S.Amdt. 602 to H.J.Res. 66 (No short title on file)",54,45,1,0,100
333622,216047,2011-09-15,Senate,"On the Amendment S.Amdt. 613 to S.Amdt. 602 to H.J.Res. 66 (No short title on file)",20,78,2,0,100
333622,217058,2011-09-13,Senate,"On Cloture on the Motion to Proceed H.J.Res. 66",61,38,1,0,100
333622,217059,2011-09-15,Senate,"On the Amendment S.Amdt. 602 to H.J.Res. 66 (No short title on file)",62,37,1,0,100
333641,219511,2011-06-01,House,"On Agreeing to the Amendment",333,87,12,0,432
333641,219512,2011-06-01,House,"On Agreeing to the Amendment",154,266,12,0,432
333641,219513,2011-06-01,House,"On Agreeing to the Amendment",268,151,13,0,432
333641,219514,2011-06-01,House,"On Agreeing to the Amendment",327,93,12,0,432
333641,219515,2011-06-01,House,"On Agreeing to the Amendment",162,256,14,0,432
333641,219516,2011-06-02,House,"On Agreeing to the Amendment",273,150,9,0,432
333641,219517,2011-06-02,House,"On Agreeing to the Amendment",218,204,10,0,432
333641,219518,2011-06-02,House,"On Agreeing to the Amendment",238,177,17,0,432
333641,219519,2011-06-02,House,"On Agreeing to the Amendment",242,180,10,0,432
333641,219520,2011-06-02,House,"On Agreeing to the Amendment",264,157,11,0,432
333641,219521,2011-06-02,House,"On Agreeing to the Amendment",208,213,11,0,432
333641,219522,2011-06-02,House,"On Agreeing to the Amendment",183,234,15,0,432
333641,219523,2011-06-02,House,"On Agreeing to the Amendment",207,213,12,0,432
333641,219524,2011-06-02,House,"On Agreeing to the Amendment",251,168,13,0,432
333641,219525,2011-06-02,House,"On Agreeing to the Amendment",289,131,12,0,432
333641,219526,2011-06-02,House,"On Agreeing to the Amendment",127,295,10,0,432
333641,219527,2011-06-02,House,"On Agreeing to the Amendment",123,300,9,0,432
333641,219528,2011-06-02,House,"On Agreeing to the Amendment",257,164,11,0,432
333641,219529,2011-06-02,House,"On Agreeing to the Amendment",110,312,10,0,432
333641,219530,2011-06-02,House,"On Agreeing to the Amendment",218,205,9,0,432
333641,219531,2011-06-02,House,"On Agreeing to the Amendment",252,170,10,0,432
333641,219532,2011-06-02,House,"On Agreeing to the Amendment",199,224,9,0,432
333641,219533,2011-06-02,House,"On Agreeing to the Amendment",219,204,9,0,432
333641,219534,2011-06-02,House,"On Agreeing to the Amendment",107,313,12,0,432
333641,219535,2011-06-02,House,"On Motion to Recommit with Instructions",187,234,11,0,432
333641,219536,2011-06-02,House,"On Passage",231,188,13,0,432
333837,221003,2011-11-02,House,"On Motion to Suspend the Rules and Pass, as Amended",420,2,11,0,433
334307,216311,2011-07-11,Senate,"On Cloture on the Motion to Proceed H.R. 2055",89,11,0,0,100
334307,216312,2011-07-14,Senate,"On the Cloture Motion H.R. 2055",71,26,3,0,100
334307,216313,2011-07-14,Senate,"On the Motion (Motion to Waive Section 303 of the Congressional Budget Act on H.R. 2055, any amendments thereto and motions thereon)",56,40,4,0,100
334307,216314,2011-07-20,Senate,"On the Motion to Table S.Amdt. 568 to H.R. 2055 (Military Construction and Veterans Affairs and Related Agencies Appropriations Act, 2012)",69,30,1,0,100
334307,216315,2011-07-20,Senate,"On the Motion to Table S.Amdt. 564 to H.R. 2055 (Military Construction and Veterans Affairs and Related Agencies Appropriations Act, 2012)",69,30,1,0,100
334307,216316,2011-07-20,Senate,"On Passage of the Bill H.R. 2055",97,2,1,0,100
334307,216317,2011-12-17,Senate,"On the Conference Report H.R. 2055",67,32,1,0,100
334307,216318,2011-12-17,Senate,"On the Conference Report H.R. 2055",67,32,1,0,100
334307,220286,2011-06-13,House,"On Agreeing to the Amendment",204,203,25,0,432
334307,220287,2011-06-13,House,"On Agreeing to the Amendment",178,232,22,0,432
334307,220288,2011-06-13,House,"On Agreeing to the Amendment",248,163,21,0,432
334307,220289,2011-06-13,House,"On Retaining Title II (Department of Veterans Affairs)",409,1,22,0,432
334307,220290,2011-06-14,House,"On Motion to Recommit with Instructions",184,234,14,0,432
334307,220291,2011-06-14,House,"On Passage",411,5,16,0,432
334307,220292,2011-12-07,House,"On Motion to Instruct Conferees",409,13,11,0,433
334307,220293,2011-12-16,House,"On Agreeing to the Conference Report",296,121,16,0,433
334334,219121,2011-06-01,House,"On Consideration of the Resolution",234,183,14,0,431
334334,219122,2011-06-01,House,"On Ordering the Previous Question",235,186,10,0,431
334334,219123,2011-06-01,House,"On Agreeing to the Resolution",231,187,14,0,432
334340,219544,2011-07-30,House,"On Motion to Suspend the Rules and Pass",416,0,16,0,432
334509,219165,2011-07-13,House,"On Agreeing to the Amendment",170,252,9,0,431
334509,219166,2011-07-13,House,"On Agreeing to the Amendment",268,152,11,0,431
334509,219167,2011-07-13,House,"On Agreeing to the Amendment",191,231,9,0,431
334509,219168,2011-07-13,House,"On Agreeing to the Amendment",181,240,10,0,431
334509,219169,2011-07-13,House,"On Agreeing to the Amendment",183,237,11,0,431
334509,219170,2011-07-13,House,"On Agreeing to the Amendment",173,247,11,0,431
334509,219171,2011-07-13,House,"On Agreeing to the Amendment",167,254,10,0,431
334509,219172,2011-07-13,House,"On Motion to Recommit with Instructions",188,238,5,0,431
334509,219173,2011-07-13,House,"On Passage",239,184,8,0,431
334559,218715,2011-06-22,House,"On Agreeing to the Amendment",176,248,7,0,431
334559,218716,2011-06-22,House,"On Agreeing to the Amendment",167,254,10,0,431
334559,218717,2011-06-22,House,"On Agreeing to the Amendment",183,238,10,0,431
334559,218718,2011-06-22,House,"On Agreeing to the Amendment",167,258,6,0,431
334559,218719,2011-06-22,House,"On Agreeing to the Amendment",172,253,6,0,431
334559,218720,2011-06-22,House,"On Agreeing to the Amendment",173,251,7,0,431
334559,218721,2011-06-22,House,"On Agreeing to the Amendment",183,240,8,0,431
334559,218722,2011-06-22,House,"On Agreeing to the Amendment",180,242,9,0,431
334559,218723,2011-06-22,House,"On Agreeing to the Amendment",186,238,7,0,431
334559,218724,2011-06-22,House,"On Agreeing to the Amendment",160,262,9,0,431
334559,218725,2011-06-22,House,"On Motion to Recommit with Instructions",177,245,9,0,431
334559,218726,2011-06-22,House,"On Passage",253,166,12,0,431
334956,219831,2011-06-03,House,"On Agreeing to the Resolution",257,156,19,0,432
334985,219691,2011-06-03,House,"On Agreeing to the Resolution",268,145,19,0,432
334994,219561,2011-11-02,House,"On Motion to Suspend the Rules and Pass, as Amended",425,0,8,0,433
335025,216146,2011-10-18,Senate,"On the Amendment S.Amdt. 775 to S.Amdt. 738 to H.R. 2112 (Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2012)",99,0,1,0,100
335025,216147,2011-10-18,Senate,"On the Amendment S.Amdt. 740 to S.Amdt. 738 to H.R. 2112 (Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2012)",44,55,1,0,100
335025,216148,2011-10-19,Senate,"On the Motion to Table S.Amdt. 739 to S.Amdt. 738 to H.R. 2112 (Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2012)",59,39,2,0,100
335025,216149,2011-10-20,Senate,"On the Amendment S.Amdt. 769 to S.Amdt. 738 to H.R. 2112 (Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2012)",45,55,0,0,100
335025,216150,2011-10-20,Senate,"On the Amendment S.Amdt. 750 to S.Amdt. 738 to H.R. 2112 (Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2012)",57,43,0,0,100
335025,216151,2011-10-20,Senate,"On the Amendment S.Amdt. 879 to S.Amdt. 738 to H.R. 2112 (Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2012)",55,44,1,0,100
335025,216152,2011-10-20,Senate,"On the Amendment S.Amdt. 860 to S.Amdt. 738 to H.R. 2112 (Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2012)",46,54,0,0,100
335025,216153,2011-10-20,Senate,"On the Amendment S.Amdt. 917 to S.Amdt. 857 to S.Amdt. 738 to H.R. 2112",41,57,2,0,100
335025,216154,2011-10-20,Senate,"On the Amendment S.Amdt. 857 to S.Amdt. 738 to H.R. 2112 (Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2012)",60,38,2,0,100
335025,216155,2011-10-20,Senate,"On the Amendment S.Amdt. 869 to S.Amdt. 738 to H.R. 2112 (Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2012)",58,41,1,0,100
335025,216156,2011-10-21,Senate,"On the Amendment S.Amdt. 810 to S.Amdt. 738 to H.R. 2112 (Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2012)",41,58,1,0,100
335025,216157,2011-10-21,Senate,"On the Amendment S.Amdt. 791 to S.Amdt. 738 to H.R. 2112 (Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2012)",84,15,1,0,100
335025,216158,2011-10-21,Senate,"On the Amendment S.Amdt. 792 to S.Amdt. 738 to H.R. 2112 (Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2012)",59,40,1,0,100
335025,216159,2011-10-21,Senate,"On the Amendment S.Amdt. 796 to S.Amdt. 738 to H.R. 2112 (Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2012)",73,26,1,0,100
335025,216160,2011-10-21,Senate,"On the Amendment S.Amdt. 753 to S.Amdt. 738 to H.R. 2112 (Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2012)",47,52,1,0,100
335025,216161,2011-10-21,Senate,"On the Cloture Motion S.Amdt. 738 to H.R. 2112 (Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2012)",82,16,2,0,100
335025,216162,2011-11-01,Senate,"On the Amendment S.Amdt. 800 to S.Amdt. 738 to H.R. 2112 (Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2012)",13,85,2,0,100
335025,216163,2011-11-01,Senate,"On the Amendment S.Amdt. 821 to H.R. 2112 (Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2012)",38,60,2,0,100
335025,216164,2011-11-01,Senate,"On the Amendment S.Amdt. 763 to S.Amdt. 738 to H.R. 2112 (Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2012)",44,54,2,0,100
335025,216165,2011-11-01,Senate,"On the Amendment S.Amdt. 801 to S.Amdt. 738 to H.R. 2112 (Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2012)",41,57,2,0,100
335025,216166,2011-11-01,Senate,"On the Motion to Recommit H.R. 2112",39,60,1,0,100
335025,216167,2011-11-01,Senate,"On Passage of the Bill H.R. 2112",69,30,1,0,100
335025,216168,2011-11-17,Senate,"On the Conference Report H.R. 2112",70,30,0,0,100
335025,219704,2011-06-15,House,"On Agreeing to the Amendment",193,226,13,0,432
335025,219705,2011-06-15,House,"On Agreeing to the Amendment",226,199,7,0,432
335025,219706,2011-06-15,House,"On Agreeing to the Amendment",352,70,10,0,432
335025,219707,2011-06-15,House,"On Agreeing to the Amendment",120,304,8,0,432
335025,219708,2011-06-15,House,"On Agreeing to the Amendment",83,338,11,0,432
335025,219709,2011-06-15,House,"On Agreeing to the Amendment",125,298,9,0,432
335025,219710,2011-06-15,House,"On Agreeing to the Amendment",142,282,8,0,432
335025,219711,2011-06-15,House,"On Agreeing to the Amendment",107,318,7,0,432
335025,219712,2011-06-15,House,"On Agreeing to the Amendment",200,224,8,0,432
335025,219713,2011-06-15,House,"On Agreeing to the Amendment",139,285,8,0,432
335025,219714,2011-06-15,House,"On Agreeing to the Amendment",64,360,8,0,432
335025,219715,2011-06-15,House,"On Agreeing to the Amendment",119,306,7,0,432
335025,219716,2011-06-15,House,"On Agreeing to the Amendment",99,324,9,0,432
335025,219717,2011-06-15,House,"On Agreeing to the Amendment",124,300,8,0,432
335025,219718,2011-06-15,House,"On Agreeing to the Amendment",108,316,8,0,432
335025,219719,2011-06-15,House,"On Agreeing to the Amendment",120,303,9,0,432
335025,219720,2011-06-15,House,"On Agreeing to the Amendment",164,257,11,0,432
335025,219721,2011-06-16,House,"On Agreeing to the Amendment",170,238,24,0,432
335025,219722,2011-06-16,House,"On Agreeing to the Amendment",212,201,19,0,432
335025,219723,2011-06-16,House,"On Agreeing to the Amendment",223,197,12,0,432
335025,219724,2011-06-16,House,"On Agreeing to the Amendment",178,241,13,0,432
335025,219725,2011-06-16,House,"On Agreeing to the Amendment",167,252,13,0,432
335025,219726,2011-06-16,House,"On Agreeing to the Amendment",221,198,13,0,432
335025,219727,2011-06-16,House,"On Agreeing to the Amendment",154,262,16,0,432
335025,219728,2011-06-16,House,"On Agreeing to the Amendment",155,262,15,0,432
335025,219729,2011-06-16,House,"On Agreeing to the Amendment",240,176,16,0,432
335025,219730,2011-06-16,House,"On Agreeing to the Amendment",231,189,12,0,432
335025,219731,2011-06-16,House,"On Agreeing to the Amendment",181,237,14,0,432
335025,219732,2011-06-16,House,"On Agreeing to the Amendment",238,179,15,0,432
335025,219733,2011-06-16,House,"On Agreeing to the Amendment",182,235,15,0,432
335025,219734,2011-06-16,House,"On Agreeing to the Amendment",288,132,12,0,432
335025,219735,2011-06-16,House,"On Agreeing to the Amendment",84,335,13,0,432
335025,219736,2011-06-16,House,"On Agreeing to the Amendment",132,287,13,0,432
335025,219737,2011-06-16,House,"On Agreeing to the Amendment",109,310,13,0,432
335025,219738,2011-06-16,House,"On Agreeing to the Amendment",283,128,21,0,432
335025,219739,2011-06-16,House,"On Agreeing to the Amendment",186,228,18,0,432
335025,219740,2011-06-16,House,"On Agreeing to the Amendment",162,254,16,0,432
335025,219741,2011-06-16,House,"On Agreeing to the Amendment",101,314,17,0,432
335025,219742,2011-06-16,House,"On Motion to Recommit with Instructions",185,233,14,0,432
335025,219743,2011-06-16,House,"On Passage",217,203,12,0,432
335025,219744,2011-11-03,House,"On Motion to Instruct Conferees",265,160,8,0,433
335025,219745,2011-11-17,House,"On Agreeing to the Conference Report",298,121,14,0,433
335140,216760,2012-01-24,House,"On Motion to Suspend the Rules and Pass, as Amended",386,26,21,0,433
335140,221400,2012-01-24,House,"On Motion to Suspend the Rules and Pass, as Amended",386,26,21,0,433
335143,219551,2011-09-12,House,"On Motion to Suspend the Rules and Pass, as Amended",358,9,64,0,431
335152,216211,2012-05-09,House,"On Motion to Suspend the Rules and Pass, as Amended",330,93,8,0,431
335152,216212,2012-05-15,Senate,"On the Amendment S.Amdt. 2100 to H.R. 2072 (Export-Import Bank Reauthorization Act of 2012)",12,86,2,0,100
335152,216213,2012-05-15,Senate,"On the Amendment S.Amdt. 2101 to H.R. 2072 (Export-Import Bank Reauthorization Act of 2012)",9,89,2,0,100
335152,216214,2012-05-15,Senate,"On the Amendment S.Amdt. 2102 to H.R. 2072 (Export-Import Bank Reauthorization Act of 2012)",36,62,2,0,100
335152,216215,2012-05-15,Senate,"On the Amendment S.Amdt. 2103 to H.R. 2072 (Export-Import Bank Reauthorization Act of 2012)",37,61,2,0,100
335152,216216,2012-05-15,Senate,"On the Amendment S.Amdt. 2104 to H.R. 2072 (Export-Import Bank Reauthorization Act of 2012)",35,63,2,0,100
335152,216217,2012-05-15,Senate,"On Passage of the Bill H.R. 2072",78,20,2,0,100
335152,219943,2012-05-09,House,"On Motion to Suspend the Rules and Pass, as Amended",330,93,8,0,431
335159,216329,2012-02-15,House,"On Motion to Suspend the Rules and Pass",418,2,13,0,433
335159,220333,2012-02-15,House,"On Motion to Suspend the Rules and Pass",418,2,13,0,433
335259,216428,2012-03-20,House,"On Agreeing to the Amendment",178,226,27,0,431
335259,216429,2012-03-20,House,"On Motion to Recommit with Instructions",180,226,25,0,431
335259,216430,2012-03-20,House,"On Passage",240,164,27,0,431
335259,220587,2012-03-20,House,"On Agreeing to the Amendment",178,226,27,0,431
335259,220588,2012-03-20,House,"On Motion to Recommit with Instructions",180,226,25,0,431
335259,220589,2012-03-20,House,"On Passage",240,164,27,0,431
335305,217022,2012-04-27,House,"On Motion to Suspend the Rules and Pass, as Amended",395,10,26,0,431
335305,219352,2012-04-27,House,"On Motion to Suspend the Rules and Pass, as Amended",395,10,26,0,431
335416,218760,2011-12-14,House,"On Motion to Suspend the Rules and Pass, as Amended",418,2,13,0,433
335426,216714,2012-02-28,House,"On Agreeing to the Amendment",170,247,16,0,433
335426,216715,2012-02-28,House,"On Agreeing to the Amendment",160,255,18,0,433
335426,216716,2012-02-28,House,"On Agreeing to the Amendment",199,217,17,0,433
335426,216717,2012-02-28,House,"On Motion to Recommit with Instructions",176,241,16,0,433
335426,216718,2012-02-28,House,"On Passage",303,114,16,0,433
335426,221243,2012-02-28,House,"On Agreeing to the Amendment",170,247,16,0,433
335426,221244,2012-02-28,House,"On Agreeing to the Amendment",160,255,18,0,433
335426,221245,2012-02-28,House,"On Agreeing to the Amendment",199,217,17,0,433
335426,221246,2012-02-28,House,"On Motion to Recommit with Instructions",176,241,16,0,433
335426,221247,2012-02-28,House,"On Passage",303,114,16,0,433
335635,216557,2012-09-10,House,"On Motion to Suspend the Rules and Pass, as Amended",376,2,51,0,429
335635,220989,2012-09-10,House,"On Motion to Suspend the Rules and Pass, as Amended",376,2,51,0,429
335724,216250,2012-03-01,House,"On Motion to Suspend the Rules and Pass",339,80,14,0,433
335724,220041,2012-03-01,House,"On Motion to Suspend the Rules and Pass",339,80,14,0,433
335747,216789,2012-04-24,House,"On Motion to Suspend the Rules and Pass",376,2,53,0,431
335747,221621,2012-04-24,House,"On Motion to Suspend the Rules and Pass",376,2,53,0,431
335771,220472,2011-12-12,House,"On Motion to Suspend the Rules and Pass",353,1,79,0,433
335777,218919,2011-06-14,House,"On Agreeing to the Resolution",235,180,17,0,432
336284,219461,2011-07-06,House,"On Agreeing to the Amendment",175,241,15,0,431
336284,219462,2011-07-06,House,"On Agreeing to the Amendment",87,328,16,0,431
336284,219463,2011-07-06,House,"On Agreeing to the Amendment",152,266,13,0,431
336284,219464,2011-07-06,House,"On Agreeing to the Amendment",253,167,11,0,431
336284,219465,2011-07-06,House,"On Agreeing to the Amendment",98,322,11,0,431
336284,219466,2011-07-06,House,"On Agreeing to the Amendment",212,208,11,0,431
336284,219467,2011-07-06,House,"On Agreeing to the Amendment",217,204,10,0,431
336284,219468,2011-07-07,House,"On Agreeing to the Amendment",97,322,12,0,431
336284,219469,2011-07-07,House,"On Agreeing to the Amendment",133,295,3,0,431
336284,219470,2011-07-07,House,"On Agreeing to the Amendment",174,251,6,0,431
336284,219471,2011-07-07,House,"On Agreeing to the Amendment",131,297,3,0,431
336284,219472,2011-07-07,House,"On Agreeing to the Amendment",114,314,3,0,431
336284,219473,2011-07-07,House,"On Agreeing to the Amendment",210,217,4,0,431
336284,219474,2011-07-07,House,"On Agreeing to the Amendment",145,283,3,0,431
336284,219475,2011-07-07,House,"On Agreeing to the Amendment",119,306,6,0,431
336284,219476,2011-07-07,House,"On Agreeing to the Amendment",140,285,6,0,431
336284,219477,2011-07-07,House,"On Agreeing to the Amendment",226,201,4,0,431
336284,219478,2011-07-07,House,"On Agreeing to the Amendment",167,260,4,0,431
336284,219479,2011-07-07,House,"On Agreeing to the Amendment",225,201,5,0,431
336284,219480,2011-07-07,House,"On Agreeing to the Amendment",199,229,3,0,431
336284,219481,2011-07-07,House,"On Agreeing to the Amendment",176,249,6,0,431
336284,219482,2011-07-07,House,"On Agreeing to the Amendment",248,175,8,0,431
336284,219483,2011-07-07,House,"On Agreeing to the Amendment",135,290,6,0,431
336284,219484,2011-07-07,House,"On Agreeing to the Amendment",316,111,4,0,431
336284,219485,2011-07-07,House,"On Agreeing to the Amendment",89,338,4,0,431
336284,219486,2011-07-07,House,"On Agreeing to the Amendment",162,265,4,0,431
336284,219487,2011-07-07,House,"On Agreeing to the Amendment",169,257,5,0,431
336284,219488,2011-07-07,House,"On Agreeing to the Amendment",256,170,5,0,431
336284,219489,2011-07-07,House,"On Agreeing to the Amendment",181,244,6,0,431
336284,219490,2011-07-08,House,"On Agreeing to the Amendment",39,380,12,0,431
336284,219491,2011-07-08,House,"On Agreeing to the Amendment",118,295,18,0,431
336284,219492,2011-07-08,House,"On Agreeing to the Amendment",100,321,10,0,431
336284,219493,2011-07-08,House,"On Agreeing to the Amendment",236,184,11,0,431
336284,219494,2011-07-08,House,"On Agreeing to the Amendment",113,307,11,0,431
336284,219495,2011-07-08,House,"On Agreeing to the Amendment",169,251,11,0,431
336284,219496,2011-07-08,House,"On Motion to Recommit with Instructions",188,234,9,0,431
336284,219497,2011-07-08,House,"On Passage",336,87,8,0,431
336343,219416,2011-11-29,House,"On Motion to Suspend the Rules and Pass",407,1,25,0,433
336429,218700,2011-09-13,House,"On Agreeing to the Amendment",195,220,16,0,431
336429,218701,2011-09-13,House,"On Agreeing to the Amendment",43,374,14,0,431
336429,218702,2011-09-13,House,"On Motion to Recommit with Instructions",189,231,11,0,431
